run_nb	start_time	end_time
277420	25-JUL-16 09.44.15.000000 PM	25-JUL-16 11.26.02.000000 PM
277932	01-AUG-16 04.59.59.000000 AM	01-AUG-16 05.06.35.000000 AM
277934	01-AUG-16 05.26.03.000000 AM	01-AUG-16 05.28.46.000000 AM
277935	01-AUG-16 05.29.09.000000 AM	01-AUG-16 06.18.30.000000 AM
277981	01-AUG-16 01.52.59.000000 PM	01-AUG-16 02.24.28.000000 PM
277982	01-AUG-16 02.25.11.000000 PM	01-AUG-16 03.23.05.000000 PM
277983	01-AUG-16 03.23.55.000000 PM	01-AUG-16 03.31.41.000000 PM
277984	01-AUG-16 03.32.00.000000 PM	01-AUG-16 03.42.53.000000 PM
277985	01-AUG-16 03.49.51.000000 PM	01-AUG-16 03.52.37.000000 PM
277990	01-AUG-16 04.13.05.000000 PM	01-AUG-16 05.31.10.000000 PM
277991	01-AUG-16 05.43.56.000000 PM	01-AUG-16 06.21.37.000000 PM
277992	01-AUG-16 06.22.25.000000 PM	01-AUG-16 08.23.14.000000 PM
278017	02-AUG-16 01.26.43.000000 AM	02-AUG-16 04.49.55.000000 AM
278018	02-AUG-16 04.52.01.000000 AM	02-AUG-16 12.30.28.000000 PM
278167	03-AUG-16 08.39.02.000000 PM	04-AUG-16 10.43.16.000000 AM
278175	04-AUG-16 10.44.58.000000 AM	04-AUG-16 11.18.46.000000 AM
278193	04-AUG-16 02.31.44.000000 PM	04-AUG-16 03.31.34.000000 PM
278239	05-AUG-16 01.23.01.000000 AM	05-AUG-16 05.46.25.000000 AM
278240	05-AUG-16 05.46.54.000000 AM	05-AUG-16 02.15.05.000000 PM
278273	05-AUG-16 07.37.20.000000 PM	05-AUG-16 07.52.29.000000 PM
278274	05-AUG-16 07.55.42.000000 PM	05-AUG-16 08.28.20.000000 PM
278288	05-AUG-16 11.11.12.000000 PM	05-AUG-16 11.17.49.000000 PM
278289	05-AUG-16 11.18.02.000000 PM	05-AUG-16 11.40.57.000000 PM
278290	05-AUG-16 11.42.34.000000 PM	05-AUG-16 11.46.27.000000 PM
278308	06-AUG-16 03.00.39.000000 PM	07-AUG-16 02.39.12.000000 AM
278309	07-AUG-16 02.39.30.000000 AM	07-AUG-16 02.47.17.000000 AM
278310	07-AUG-16 02.47.36.000000 AM	07-AUG-16 07.22.40.000000 AM
278315	07-AUG-16 12.56.52.000000 PM	07-AUG-16 05.26.30.000000 PM
278345	08-AUG-16 02.13.39.000000 AM	08-AUG-16 07.04.39.000000 AM
278346	08-AUG-16 07.08.15.000000 AM	08-AUG-16 08.06.08.000000 AM
278349	08-AUG-16 08.27.06.000000 AM	08-AUG-16 12.34.58.000000 PM
278366	08-AUG-16 12.36.47.000000 PM	08-AUG-16 03.32.24.000000 PM
278406	08-AUG-16 07.15.50.000000 PM	09-AUG-16 05.36.18.000000 AM
278509	09-AUG-16 08.29.15.000000 PM	10-AUG-16 05.58.48.000000 AM
278761	13-AUG-16 12.39.37.000000 AM	13-AUG-16 12.43.07.000000 AM
278769	13-AUG-16 08.38.56.000000 AM	13-AUG-16 08.52.56.000000 AM
278770	13-AUG-16 08.54.00.000000 AM	13-AUG-16 01.51.36.000000 PM
278801	13-AUG-16 04.43.37.000000 PM	13-AUG-16 05.00.42.000000 PM
278802	13-AUG-16 05.01.05.000000 PM	13-AUG-16 05.08.51.000000 PM
278803	13-AUG-16 05.10.53.000000 PM	13-AUG-16 07.18.42.000000 PM
278804	13-AUG-16 07.20.06.000000 PM	13-AUG-16 07.22.49.000000 PM
278805	13-AUG-16 07.23.10.000000 PM	13-AUG-16 09.15.51.000000 PM
278806	13-AUG-16 09.16.49.000000 PM	13-AUG-16 09.18.45.000000 PM
278807	13-AUG-16 09.19.09.000000 PM	13-AUG-16 09.21.52.000000 PM
278808	13-AUG-16 09.25.19.000000 PM	14-AUG-16 09.01.32.000000 AM
278820	14-AUG-16 01.00.51.000000 PM	14-AUG-16 10.52.34.000000 PM
278821	14-AUG-16 11.34.57.000000 PM	14-AUG-16 11.52.26.000000 PM
278822	14-AUG-16 11.52.47.000000 PM	15-AUG-16 10.24.31.000000 AM
278873	16-AUG-16 01.25.45.000000 AM	16-AUG-16 01.51.24.000000 AM
278874	16-AUG-16 01.51.53.000000 AM	16-AUG-16 04.59.32.000000 AM
278875	16-AUG-16 05.01.20.000000 AM	16-AUG-16 10.24.58.000000 AM
278923	16-AUG-16 02.16.32.000000 PM	16-AUG-16 04.56.36.000000 PM
278957	16-AUG-16 11.31.36.000000 PM	17-AUG-16 12.29.06.000000 AM
278962	17-AUG-16 03.08.31.000000 AM	17-AUG-16 05.24.30.000000 AM
278963	17-AUG-16 05.24.57.000000 AM	17-AUG-16 06.32.33.000000 AM
278969	17-AUG-16 09.16.52.000000 AM	17-AUG-16 06.18.51.000000 PM
278975	17-AUG-16 06.23.16.000000 PM	17-AUG-16 11.55.50.000000 PM
278976	17-AUG-16 11.58.16.000000 PM	18-AUG-16 12.05.39.000000 AM
278986	18-AUG-16 06.02.59.000000 AM	18-AUG-16 06.52.43.000000 AM
279024	19-AUG-16 12.31.53.000000 AM	19-AUG-16 02.28.26.000000 AM
279029	19-AUG-16 04.19.40.000000 AM	19-AUG-16 06.00.17.000000 AM
279071	19-AUG-16 05.40.07.000000 PM	19-AUG-16 06.47.19.000000 PM
279080	20-AUG-16 12.42.50.000000 AM	20-AUG-16 01.43.27.000000 AM
279115	21-AUG-16 12.08.09.000000 AM	21-AUG-16 02.45.53.000000 AM
279116	21-AUG-16 03.36.03.000000 AM	21-AUG-16 06.29.43.000000 AM
279473	25-AUG-16 02.12.21.000000 AM	25-AUG-16 03.44.02.000000 AM
279479	25-AUG-16 06.33.24.000000 AM	25-AUG-16 07.13.48.000000 AM
279480	25-AUG-16 07.16.39.000000 AM	25-AUG-16 07.19.45.000000 AM
279488	25-AUG-16 08.36.50.000000 AM	25-AUG-16 08.49.39.000000 AM
279489	25-AUG-16 08.52.11.000000 AM	25-AUG-16 09.37.38.000000 AM
279588	25-AUG-16 11.08.11.000000 PM	26-AUG-16 06.38.29.000000 AM
279653	26-AUG-16 04.05.05.000000 PM	26-AUG-16 05.20.04.000000 PM
279654	26-AUG-16 05.21.58.000000 PM	27-AUG-16 01.49.22.000000 AM
279656	27-AUG-16 01.49.40.000000 AM	27-AUG-16 02.23.05.000000 AM
279658	27-AUG-16 03.35.19.000000 AM	27-AUG-16 08.11.57.000000 AM
279667	27-AUG-16 11.08.23.000000 AM	27-AUG-16 05.23.18.000000 PM
279681	27-AUG-16 11.57.02.000000 PM	28-AUG-16 12.10.15.000000 AM
279682	28-AUG-16 12.11.02.000000 AM	28-AUG-16 12.28.54.000000 AM
279683	28-AUG-16 12.32.16.000000 AM	28-AUG-16 12.45.05.000000 AM
279684	28-AUG-16 12.46.58.000000 AM	28-AUG-16 12.59.47.000000 AM
279685	28-AUG-16 01.07.12.000000 AM	28-AUG-16 02.28.00.000000 AM
279691	28-AUG-16 05.41.26.000000 AM	28-AUG-16 06.02.01.000000 AM
279694	28-AUG-16 06.03.09.000000 AM	28-AUG-16 08.31.05.000000 PM
279715	29-AUG-16 12.01.34.000000 AM	29-AUG-16 04.02.27.000000 AM
279716	29-AUG-16 04.17.06.000000 AM	29-AUG-16 02.58.56.000000 PM
279760	29-AUG-16 10.21.24.000000 PM	30-AUG-16 03.08.07.000000 AM
279766	30-AUG-16 03.08.36.000000 AM	30-AUG-16 02.06.21.000000 PM
279767	30-AUG-16 02.08.03.000000 PM	30-AUG-16 07.09.09.000000 PM
279794	31-AUG-16 01.41.02.000000 AM	31-AUG-16 08.18.29.000000 AM
279823	31-AUG-16 12.00.39.000000 PM	31-AUG-16 02.10.25.000000 PM
279841	31-AUG-16 05.23.17.000000 PM	01-SEP-16 06.38.35.000000 AM
279844	01-SEP-16 09.21.16.000000 AM	01-SEP-16 10.51.24.000000 AM
279887	02-SEP-16 01.20.52.000000 AM	02-SEP-16 03.24.25.000000 AM
279931	02-SEP-16 01.37.39.000000 PM	03-SEP-16 08.39.07.000000 AM
279966	03-SEP-16 11.20.25.000000 AM	03-SEP-16 01.41.03.000000 PM
279975	03-SEP-16 04.45.09.000000 PM	03-SEP-16 11.33.28.000000 PM
279993	04-SEP-16 02.23.27.000000 AM	04-SEP-16 02.53.45.000000 AM
279994	04-SEP-16 02.56.48.000000 AM	04-SEP-16 03.19.21.000000 AM
279995	04-SEP-16 03.20.34.000000 AM	04-SEP-16 03.28.20.000000 AM
280001	04-SEP-16 03.43.15.000000 AM	04-SEP-16 03.45.58.000000 AM
280002	04-SEP-16 03.55.31.000000 AM	04-SEP-16 04.38.15.000000 AM
280006	04-SEP-16 04.44.22.000000 AM	04-SEP-16 05.12.20.000000 AM
280007	04-SEP-16 05.14.22.000000 AM	04-SEP-16 05.27.58.000000 AM
280013	04-SEP-16 05.35.47.000000 AM	04-SEP-16 05.48.36.000000 AM
280014	04-SEP-16 05.49.29.000000 AM	04-SEP-16 05.52.12.000000 AM
280015	04-SEP-16 05.55.19.000000 AM	04-SEP-16 09.41.50.000000 AM
280016	04-SEP-16 09.42.16.000000 AM	04-SEP-16 10.45.12.000000 AM
280017	04-SEP-16 10.45.47.000000 AM	04-SEP-16 02.43.33.000000 PM
280018	04-SEP-16 02.47.05.000000 PM	04-SEP-16 11.04.46.000000 PM
280019	04-SEP-16 11.08.52.000000 PM	04-SEP-16 11.11.35.000000 PM
280020	04-SEP-16 11.15.15.000000 PM	04-SEP-16 11.33.07.000000 PM
280021	04-SEP-16 11.35.30.000000 PM	04-SEP-16 11.38.13.000000 PM
280022	04-SEP-16 11.39.49.000000 PM	04-SEP-16 11.42.09.000000 PM
280023	04-SEP-16 11.42.33.000000 PM	04-SEP-16 11.45.16.000000 PM
280024	04-SEP-16 11.47.39.000000 PM	05-SEP-16 02.33.09.000000 AM
280187	05-SEP-16 10.24.23.000000 PM	05-SEP-16 10.50.02.000000 PM
280188	05-SEP-16 10.50.25.000000 PM	06-SEP-16 12.28.19.000000 AM
280189	06-SEP-16 12.28.31.000000 AM	06-SEP-16 12.31.14.000000 AM
280190	06-SEP-16 12.34.14.000000 AM	06-SEP-16 12.37.20.000000 AM
280191	06-SEP-16 12.40.17.000000 AM	06-SEP-16 06.33.04.000000 AM
280192	06-SEP-16 07.08.55.000000 AM	06-SEP-16 07.12.01.000000 AM
280194	06-SEP-16 07.36.21.000000 AM	06-SEP-16 09.08.26.000000 AM
280242	06-SEP-16 05.43.40.000000 PM	06-SEP-16 09.51.32.000000 PM
280249	06-SEP-16 09.52.07.000000 PM	07-SEP-16 07.10.02.000000 AM
280251	07-SEP-16 07.14.58.000000 AM	07-SEP-16 09.39.06.000000 AM
280327	08-SEP-16 10.23.13.000000 AM	08-SEP-16 10.42.15.000000 AM
280330	08-SEP-16 10.46.53.000000 AM	08-SEP-16 04.24.30.000000 PM
280349	08-SEP-16 04.27.22.000000 PM	08-SEP-16 08.35.15.000000 PM
280361	08-SEP-16 08.35.43.000000 PM	08-SEP-16 08.39.13.000000 PM
280363	08-SEP-16 08.47.24.000000 PM	08-SEP-16 11.09.35.000000 PM
280364	08-SEP-16 11.09.57.000000 PM	09-SEP-16 07.59.07.000000 AM
280383	09-SEP-16 10.41.13.000000 AM	09-SEP-16 10.44.43.000000 AM
280384	09-SEP-16 10.48.48.000000 AM	09-SEP-16 11.06.41.000000 AM
280385	09-SEP-16 11.11.36.000000 AM	10-SEP-16 12.16.47.000000 AM
281613	25-SEP-16 08.03.32.000000 AM	25-SEP-16 01.15.08.000000 PM
281616	25-SEP-16 04.15.47.000000 PM	25-SEP-16 06.32.56.000000 PM
281638	26-SEP-16 09.34.44.000000 AM	26-SEP-16 09.43.17.000000 AM
281639	26-SEP-16 09.45.13.000000 AM	26-SEP-16 10.37.40.000000 AM
281641	26-SEP-16 11.34.34.000000 AM	26-SEP-16 01.38.07.000000 PM
281663	26-SEP-16 04.41.19.000000 PM	26-SEP-16 05.25.13.000000 PM
281671	26-SEP-16 05.31.29.000000 PM	26-SEP-16 05.34.12.000000 PM
281674	26-SEP-16 05.37.18.000000 PM	26-SEP-16 05.55.10.000000 PM
281680	26-SEP-16 06.02.31.000000 PM	26-SEP-16 06.15.21.000000 PM
281685	26-SEP-16 06.20.50.000000 PM	26-SEP-16 06.23.33.000000 PM
281686	26-SEP-16 06.25.01.000000 PM	26-SEP-16 06.32.47.000000 PM
281689	26-SEP-16 06.39.36.000000 PM	26-SEP-16 06.42.43.000000 PM
281691	26-SEP-16 06.48.30.000000 PM	26-SEP-16 06.56.16.000000 PM
281693	26-SEP-16 06.57.00.000000 PM	27-SEP-16 09.07.51.000000 AM
281707	27-SEP-16 11.47.29.000000 AM	27-SEP-16 06.12.07.000000 PM
281726	27-SEP-16 06.14.38.000000 PM	27-SEP-16 08.07.18.000000 PM
281727	27-SEP-16 08.10.03.000000 PM	28-SEP-16 06.33.14.000000 AM
281797	28-SEP-16 02.04.48.000000 PM	29-SEP-16 03.21.39.000000 AM
281974	30-SEP-16 05.20.01.000000 AM	30-SEP-16 05.21.34.000000 AM
281975	30-SEP-16 05.23.12.000000 AM	30-SEP-16 06.46.21.000000 AM
281976	30-SEP-16 06.48.03.000000 AM	30-SEP-16 08.49.11.000000 PM
282033	30-SEP-16 11.30.43.000000 PM	30-SEP-16 11.47.02.000000 PM
282034	30-SEP-16 11.48.05.000000 PM	01-OCT-16 12.01.17.000000 AM
282035	01-OCT-16 12.03.01.000000 AM	01-OCT-16 12.20.53.000000 AM
282037	01-OCT-16 12.24.14.000000 AM	01-OCT-16 12.27.16.000000 PM
282092	02-OCT-16 03.49.37.000000 PM	03-OCT-16 05.58.08.000000 AM
282663	08-OCT-16 06.49.18.000000 PM	09-OCT-16 01.21.18.000000 AM
282707	09-OCT-16 10.36.05.000000 AM	09-OCT-16 10.37.38.000000 AM
282708	09-OCT-16 10.39.30.000000 AM	09-OCT-16 10.42.14.000000 AM
282709	09-OCT-16 10.45.16.000000 AM	09-OCT-16 10.47.59.000000 AM
282710	09-OCT-16 10.49.08.000000 AM	09-OCT-16 10.52.15.000000 AM
282711	09-OCT-16 10.54.49.000000 AM	09-OCT-16 10.57.32.000000 AM
282712	09-OCT-16 11.00.13.000000 AM	09-OCT-16 11.26.15.000000 AM
282730	09-OCT-16 02.41.53.000000 PM	09-OCT-16 03.13.45.000000 PM
282731	09-OCT-16 03.13.59.000000 PM	09-OCT-16 04.21.58.000000 PM
282732	09-OCT-16 04.23.16.000000 PM	09-OCT-16 04.51.14.000000 PM
282733	09-OCT-16 04.52.26.000000 PM	09-OCT-16 06.01.13.000000 PM
282734	09-OCT-16 06.03.11.000000 PM	09-OCT-16 08.11.00.000000 PM
282735	09-OCT-16 08.12.39.000000 PM	10-OCT-16 08.00.32.000000 AM
282799	10-OCT-16 04.12.53.000000 PM	10-OCT-16 04.15.36.000000 PM
282800	10-OCT-16 04.17.15.000000 PM	10-OCT-16 06.45.16.000000 PM
282807	10-OCT-16 06.48.03.000000 PM	10-OCT-16 08.55.53.000000 PM
282814	10-OCT-16 08.58.58.000000 PM	11-OCT-16 08.54.37.000000 AM
282842	11-OCT-16 12.34.00.000000 PM	11-OCT-16 01.04.42.000000 PM
282917	12-OCT-16 03.27.07.000000 AM	12-OCT-16 03.59.45.000000 AM
282918	12-OCT-16 04.00.22.000000 AM	12-OCT-16 04.22.54.000000 AM
282919	12-OCT-16 04.23.36.000000 AM	12-OCT-16 05.57.38.000000 AM
282922	12-OCT-16 07.09.33.000000 AM	12-OCT-16 08.02.23.000000 AM
282923	12-OCT-16 08.04.20.000000 AM	12-OCT-16 09.32.55.000000 AM
283042	13-OCT-16 12.38.59.000000 AM	13-OCT-16 12.42.29.000000 AM
283043	13-OCT-16 12.44.16.000000 AM	13-OCT-16 04.05.32.000000 AM
283049	13-OCT-16 07.05.17.000000 AM	13-OCT-16 07.11.30.000000 AM
283050	13-OCT-16 07.13.23.000000 AM	13-OCT-16 08.41.12.000000 AM
283052	13-OCT-16 08.45.19.000000 AM	13-OCT-16 09.33.06.000000 AM
283059	13-OCT-16 10.00.56.000000 AM	13-OCT-16 12.58.29.000000 PM
283270	14-OCT-16 08.39.48.000000 PM	15-OCT-16 08.33.30.000000 AM
283283	15-OCT-16 08.35.59.000000 AM	15-OCT-16 07.54.43.000000 PM
283305	15-OCT-16 11.41.13.000000 PM	15-OCT-16 11.46.40.000000 PM
283306	15-OCT-16 11.46.57.000000 PM	16-OCT-16 01.39.37.000000 AM
283307	16-OCT-16 01.43.44.000000 AM	16-OCT-16 04.42.27.000000 AM
283308	16-OCT-16 04.46.26.000000 AM	16-OCT-16 11.03.17.000000 AM
283353	16-OCT-16 09.55.17.000000 PM	17-OCT-16 02.47.27.000000 AM
283358	17-OCT-16 02.50.19.000000 AM	17-OCT-16 09.13.01.000000 AM
283359	17-OCT-16 09.15.19.000000 AM	17-OCT-16 12.01.13.000000 PM
283407	17-OCT-16 11.54.07.000000 PM	18-OCT-16 12.10.26.000000 AM
283408	18-OCT-16 12.10.43.000000 AM	18-OCT-16 04.38.20.000000 PM
283413	18-OCT-16 04.42.16.000000 PM	18-OCT-16 04.44.59.000000 PM
283415	18-OCT-16 04.51.34.000000 PM	18-OCT-16 04.53.54.000000 PM
283416	18-OCT-16 04.57.30.000000 PM	18-OCT-16 06.32.18.000000 PM
283453	18-OCT-16 09.07.49.000000 PM	19-OCT-16 12.04.13.000000 AM
283478	19-OCT-16 06.13.19.000000 AM	19-OCT-16 12.01.48.000000 PM
283548	20-OCT-16 12.58.16.000000 AM	20-OCT-16 01.55.23.000000 AM
283672	21-OCT-16 03.12.40.000000 AM	21-OCT-16 03.13.26.000000 AM
283675	21-OCT-16 03.25.47.000000 AM	21-OCT-16 03.48.42.000000 AM
283676	21-OCT-16 03.51.54.000000 AM	21-OCT-16 04.09.46.000000 AM
283680	21-OCT-16 05.17.51.000000 AM	21-OCT-16 05.51.16.000000 AM
283681	21-OCT-16 05.56.07.000000 AM	21-OCT-16 06.04.40.000000 AM
283682	21-OCT-16 06.08.38.000000 AM	21-OCT-16 08.39.22.000000 AM
283685	21-OCT-16 08.39.38.000000 AM	21-OCT-16 10.41.14.000000 AM
283820	21-OCT-16 10.48.18.000000 PM	22-OCT-16 08.25.15.000000 AM
283830	22-OCT-16 08.27.24.000000 AM	22-OCT-16 01.10.14.000000 PM
283834	22-OCT-16 01.11.28.000000 PM	22-OCT-16 01.44.06.000000 PM
283835	22-OCT-16 01.45.28.000000 PM	22-OCT-16 02.28.36.000000 PM
283863	22-OCT-16 07.15.48.000000 PM	22-OCT-16 07.23.11.000000 PM
283865	22-OCT-16 07.30.09.000000 PM	23-OCT-16 03.07.02.000000 AM
283876	23-OCT-16 05.38.50.000000 AM	23-OCT-16 09.59.31.000000 AM
283877	23-OCT-16 09.59.53.000000 AM	23-OCT-16 07.40.43.000000 PM
283884	24-OCT-16 01.44.05.000000 AM	24-OCT-16 04.22.12.000000 AM
283885	24-OCT-16 04.25.30.000000 AM	24-OCT-16 03.34.32.000000 PM
283933	24-OCT-16 08.32.31.000000 PM	24-OCT-16 09.31.34.000000 PM
283934	24-OCT-16 09.33.15.000000 PM	25-OCT-16 05.54.26.000000 AM
283946	25-OCT-16 09.30.41.000000 AM	25-OCT-16 06.25.40.000000 PM
283964	25-OCT-16 06.29.30.000000 PM	25-OCT-16 08.59.51.000000 PM
284006	26-OCT-16 03.53.26.000000 AM	26-OCT-16 05.58.09.000000 AM
284014	26-OCT-16 05.59.16.000000 AM	26-OCT-16 07.42.13.000000 AM
284025	26-OCT-16 10.56.20.000000 AM	26-OCT-16 11.16.55.000000 AM
284029	26-OCT-16 11.19.00.000000 AM	26-OCT-16 12.02.07.000000 PM
284035	26-OCT-16 12.04.52.000000 PM	26-OCT-16 02.27.51.000000 PM
284036	26-OCT-16 02.28.09.000000 PM	26-OCT-16 04.46.04.000000 PM
284037	26-OCT-16 04.48.03.000000 PM	26-OCT-16 07.00.56.000000 PM
284038	26-OCT-16 07.02.16.000000 PM	26-OCT-16 07.25.11.000000 PM
284039	26-OCT-16 07.27.02.000000 PM	26-OCT-16 07.39.51.000000 PM
284040	26-OCT-16 07.42.18.000000 PM	26-OCT-16 07.55.31.000000 PM
284041	26-OCT-16 07.59.11.000000 PM	26-OCT-16 08.17.03.000000 PM
284042	26-OCT-16 08.23.53.000000 PM	26-OCT-16 09.16.43.000000 PM
284043	26-OCT-16 09.17.23.000000 PM	26-OCT-16 10.45.11.000000 PM
284044	26-OCT-16 10.46.05.000000 PM	26-OCT-16 10.57.21.000000 PM
285479	18-NOV-16 05.13.39.000000 AM	18-NOV-16 05.16.22.000000 AM
285480	18-NOV-16 05.17.12.000000 AM	18-NOV-16 10.26.28.000000 AM
285505	18-NOV-16 04.00.07.000000 PM	18-NOV-16 06.48.44.000000 PM
285517	18-NOV-16 10.53.46.000000 PM	19-NOV-16 08.27.13.000000 AM
285530	19-NOV-16 01.43.07.000000 PM	19-NOV-16 11.15.24.000000 PM
285537	20-NOV-16 02.32.12.000000 AM	20-NOV-16 04.12.02.000000 AM
285538	20-NOV-16 04.14.09.000000 AM	20-NOV-16 05.01.56.000000 AM
285539	20-NOV-16 05.04.37.000000 AM	20-NOV-16 09.56.00.000000 AM
285549	20-NOV-16 08.39.41.000000 PM	20-NOV-16 10.37.01.000000 PM
285684	22-NOV-16 04.03.21.000000 AM	22-NOV-16 11.18.29.000000 AM
285718	22-NOV-16 02.36.04.000000 PM	22-NOV-16 03.54.10.000000 PM
285726	22-NOV-16 06.34.21.000000 PM	22-NOV-16 09.40.50.000000 PM
285750	23-NOV-16 12.44.47.000000 PM	23-NOV-16 08.45.46.000000 PM
285759	24-NOV-16 01.44.02.000000 AM	24-NOV-16 04.17.53.000000 AM
285832	25-NOV-16 01.56.59.000000 AM	25-NOV-16 11.31.12.000000 AM
285952	26-NOV-16 01.36.36.000000 PM	26-NOV-16 01.40.30.000000 PM
285953	26-NOV-16 01.40.43.000000 PM	26-NOV-16 01.43.49.000000 PM
285954	26-NOV-16 01.43.59.000000 PM	26-NOV-16 01.51.45.000000 PM
285955	26-NOV-16 01.53.40.000000 PM	26-NOV-16 01.56.46.000000 PM
285956	26-NOV-16 01.58.58.000000 PM	26-NOV-16 02.12.34.000000 PM
285975	26-NOV-16 06.35.03.000000 PM	26-NOV-16 09.03.28.000000 PM
285993	26-NOV-16 11.49.59.000000 PM	27-NOV-16 06.34.26.000000 AM
285994	27-NOV-16 06.34.42.000000 AM	27-NOV-16 06.52.35.000000 AM
285995	27-NOV-16 06.52.55.000000 AM	27-NOV-16 07.33.20.000000 AM
286009	27-NOV-16 12.10.01.000000 PM	27-NOV-16 01.35.53.000000 PM
286010	27-NOV-16 01.37.38.000000 PM	27-NOV-16 09.15.18.000000 PM
286023	28-NOV-16 12.21.10.000000 AM	28-NOV-16 05.26.56.000000 AM
286031	28-NOV-16 09.26.21.000000 AM	28-NOV-16 11.04.38.000000 AM
286033	28-NOV-16 11.05.34.000000 AM	28-NOV-16 11.43.15.000000 AM
286034	28-NOV-16 11.48.18.000000 AM	28-NOV-16 04.23.45.000000 PM
286051	28-NOV-16 10.43.34.000000 PM	29-NOV-16 12.59.33.000000 AM
286054	29-NOV-16 12.59.41.000000 AM	29-NOV-16 05.07.10.000000 AM
286069	29-NOV-16 07.42.10.000000 AM	29-NOV-16 10.02.25.000000 AM
286070	29-NOV-16 10.04.35.000000 AM	29-NOV-16 10.42.40.000000 AM
286178	30-NOV-16 04.02.43.000000 AM	30-NOV-16 07.54.40.000000 AM
286200	30-NOV-16 12.46.41.000000 PM	30-NOV-16 01.24.45.000000 PM
286201	30-NOV-16 01.25.48.000000 PM	30-NOV-16 02.18.39.000000 PM
286288	01-DEC-16 12.27.17.000000 AM	01-DEC-16 12.38.56.000000 AM
286301	01-DEC-16 04.06.42.000000 AM	01-DEC-16 06.51.26.000000 AM
286302	01-DEC-16 06.55.08.000000 AM	01-DEC-16 09.03.20.000000 AM
286309	01-DEC-16 10.43.58.000000 AM	01-DEC-16 10.51.44.000000 AM
286314	01-DEC-16 11.32.52.000000 AM	01-DEC-16 12.19.06.000000 PM
286327	01-DEC-16 03.14.37.000000 PM	01-DEC-16 03.26.17.000000 PM
286328	01-DEC-16 03.28.10.000000 PM	01-DEC-16 03.30.30.000000 PM
286329	01-DEC-16 03.30.36.000000 PM	01-DEC-16 04.17.37.000000 PM
286365	01-DEC-16 07.51.37.000000 PM	01-DEC-16 11.45.31.000000 PM
286420	02-DEC-16 03.01.57.000000 PM	02-DEC-16 03.09.43.000000 PM
286422	02-DEC-16 03.11.54.000000 PM	02-DEC-16 03.19.40.000000 PM
286424	02-DEC-16 03.27.30.000000 PM	02-DEC-16 03.30.13.000000 PM
286425	02-DEC-16 03.31.56.000000 PM	02-DEC-16 09.06.51.000000 PM
286441	03-DEC-16 12.10.48.000000 AM	03-DEC-16 12.15.28.000000 AM
286442	03-DEC-16 12.18.01.000000 AM	03-DEC-16 03.16.44.000000 AM
286450	03-DEC-16 08.06.18.000000 AM	03-DEC-16 02.08.01.000000 PM
286471	03-DEC-16 04.49.36.000000 PM	03-DEC-16 10.07.48.000000 PM
286496	04-DEC-16 02.01.30.000000 AM	04-DEC-16 04.10.53.000000 AM
