run_nb	start_time	end_time
272936	10-MAY-16 06.16.27.000000 AM	10-MAY-16 08.33.59.000000 AM
273013	10-MAY-16 09.20.09.000000 PM	10-MAY-16 11.18.16.000000 PM
273017	10-MAY-16 11.31.38.000000 PM	11-MAY-16 05.31.48.000000 AM
273150	11-MAY-16 10.24.04.000000 PM	11-MAY-16 10.28.20.000000 PM
273158	11-MAY-16 10.42.35.000000 PM	12-MAY-16 07.00.40.000000 AM
273290	12-MAY-16 10.17.17.000000 PM	12-MAY-16 10.21.57.000000 PM
273291	12-MAY-16 10.23.51.000000 PM	12-MAY-16 10.55.42.000000 PM
273292	12-MAY-16 10.55.57.000000 PM	12-MAY-16 11.03.43.000000 PM
273294	12-MAY-16 11.04.34.000000 PM	12-MAY-16 11.07.17.000000 PM
273295	12-MAY-16 11.08.46.000000 PM	12-MAY-16 11.12.39.000000 PM
273299	12-MAY-16 11.55.32.000000 PM	13-MAY-16 12.13.24.000000 AM
273301	13-MAY-16 12.14.12.000000 AM	13-MAY-16 04.12.22.000000 AM
273302	13-MAY-16 04.13.38.000000 AM	13-MAY-16 07.11.34.000000 AM
273402	14-MAY-16 03.49.19.000000 AM	14-MAY-16 05.03.55.000000 AM
273403	14-MAY-16 05.05.27.000000 AM	14-MAY-16 05.31.29.000000 AM
273404	14-MAY-16 05.31.50.000000 AM	14-MAY-16 05.39.59.000000 AM
273405	14-MAY-16 05.42.09.000000 AM	14-MAY-16 05.54.59.000000 AM
273406	14-MAY-16 05.56.09.000000 AM	14-MAY-16 06.44.20.000000 AM
273407	14-MAY-16 06.45.59.000000 AM	14-MAY-16 06.49.05.000000 AM
273408	14-MAY-16 06.52.04.000000 AM	14-MAY-16 06.55.11.000000 AM
273409	14-MAY-16 06.56.41.000000 AM	14-MAY-16 08.59.27.000000 AM
273410	14-MAY-16 08.59.49.000000 AM	14-MAY-16 09.37.54.000000 AM
273411	14-MAY-16 09.38.50.000000 AM	14-MAY-16 09.49.43.000000 AM
273425	14-MAY-16 01.17.57.000000 PM	14-MAY-16 05.42.09.000000 PM
273426	14-MAY-16 05.44.51.000000 PM	14-MAY-16 06.09.43.000000 PM
273445	14-MAY-16 10.04.03.000000 PM	14-MAY-16 10.04.50.000000 PM
273446	14-MAY-16 10.06.55.000000 PM	14-MAY-16 10.25.10.000000 PM
273447	14-MAY-16 10.26.09.000000 PM	15-MAY-16 01.08.56.000000 AM
273448	15-MAY-16 01.11.51.000000 AM	15-MAY-16 03.45.19.000000 AM
273449	15-MAY-16 03.48.09.000000 AM	15-MAY-16 05.11.40.000000 AM
273450	15-MAY-16 05.19.37.000000 AM	15-MAY-16 09.30.36.000000 AM
273492	16-MAY-16 11.07.35.000000 AM	16-MAY-16 12.53.15.000000 PM
273493	16-MAY-16 12.54.39.000000 PM	16-MAY-16 02.27.54.000000 PM
273494	16-MAY-16 02.28.40.000000 PM	16-MAY-16 03.42.53.000000 PM
273502	16-MAY-16 10.00.07.000000 PM	17-MAY-16 04.30.11.000000 AM
273503	17-MAY-16 04.31.25.000000 AM	17-MAY-16 08.23.22.000000 AM
273522	17-MAY-16 02.11.24.000000 PM	17-MAY-16 02.27.43.000000 PM
273523	17-MAY-16 02.27.52.000000 PM	17-MAY-16 03.56.04.000000 PM
273526	17-MAY-16 04.09.04.000000 PM	17-MAY-16 04.21.53.000000 PM
273531	17-MAY-16 04.25.01.000000 PM	17-MAY-16 06.13.25.000000 PM
273537	17-MAY-16 06.17.08.000000 PM	17-MAY-16 11.19.24.000000 PM
273554	18-MAY-16 07.30.44.000000 AM	18-MAY-16 09.54.05.000000 AM
273555	18-MAY-16 09.55.51.000000 AM	18-MAY-16 11.02.40.000000 AM
273588	18-MAY-16 06.24.08.000000 PM	18-MAY-16 06.34.38.000000 PM
273589	18-MAY-16 06.36.19.000000 PM	18-MAY-16 07.29.10.000000 PM
273590	18-MAY-16 07.31.47.000000 PM	18-MAY-16 08.39.47.000000 PM
273591	18-MAY-16 08.53.16.000000 PM	18-MAY-16 11.31.47.000000 PM
273592	18-MAY-16 11.37.36.000000 PM	19-MAY-16 12.45.35.000000 AM
273593	19-MAY-16 12.49.08.000000 AM	19-MAY-16 01.56.44.000000 AM
273725	20-MAY-16 04.37.26.000000 AM	20-MAY-16 08.38.15.000000 PM
273728	20-MAY-16 09.02.03.000000 PM	20-MAY-16 09.45.10.000000 PM
273730	20-MAY-16 09.47.25.000000 PM	21-MAY-16 03.58.45.000000 PM
274094	27-MAY-16 04.21.04.000000 AM	27-MAY-16 05.48.01.000000 AM
274100	27-MAY-16 09.49.28.000000 AM	27-MAY-16 02.49.01.000000 PM
274102	27-MAY-16 02.55.58.000000 PM	27-MAY-16 02.59.04.000000 PM
274103	27-MAY-16 03.02.29.000000 PM	27-MAY-16 03.05.35.000000 PM
274142	28-MAY-16 12.03.39.000000 AM	28-MAY-16 12.04.02.000000 AM
274146	28-MAY-16 12.10.11.000000 AM	28-MAY-16 12.38.10.000000 AM
274157	28-MAY-16 01.50.04.000000 PM	28-MAY-16 04.37.54.000000 PM
274159	28-MAY-16 04.43.47.000000 PM	28-MAY-16 05.01.39.000000 PM
274160	28-MAY-16 05.02.52.000000 PM	28-MAY-16 06.25.38.000000 PM
274161	28-MAY-16 06.26.18.000000 PM	28-MAY-16 09.46.23.000000 PM
274172	29-MAY-16 02.45.19.000000 AM	29-MAY-16 03.10.11.000000 AM
274198	29-MAY-16 10.00.35.000000 PM	29-MAY-16 10.43.43.000000 PM
274199	29-MAY-16 10.45.19.000000 PM	30-MAY-16 02.49.41.000000 AM
274200	30-MAY-16 02.52.14.000000 AM	30-MAY-16 07.15.15.000000 AM
274240	30-MAY-16 03.59.19.000000 PM	30-MAY-16 04.32.20.000000 PM
274241	30-MAY-16 04.43.35.000000 PM	31-MAY-16 12.21.38.000000 AM
274243	31-MAY-16 12.27.18.000000 AM	31-MAY-16 12.30.48.000000 AM
274244	31-MAY-16 12.32.25.000000 AM	31-MAY-16 04.27.51.000000 AM
274250	31-MAY-16 07.55.31.000000 AM	31-MAY-16 12.28.38.000000 PM
274251	31-MAY-16 12.30.54.000000 PM	31-MAY-16 04.02.38.000000 PM
274283	01-JUN-16 05.25.03.000000 AM	01-JUN-16 05.33.12.000000 AM
274284	01-JUN-16 05.34.51.000000 AM	01-JUN-16 06.58.00.000000 AM
274285	01-JUN-16 07.01.31.000000 AM	01-JUN-16 07.03.51.000000 AM
274286	01-JUN-16 07.04.18.000000 AM	01-JUN-16 08.03.44.000000 AM
274314	01-JUN-16 05.02.56.000000 PM	01-JUN-16 05.29.21.000000 PM
274315	01-JUN-16 05.32.32.000000 PM	01-JUN-16 08.19.59.000000 PM
274316	01-JUN-16 08.20.25.000000 PM	02-JUN-16 02.38.27.000000 AM
274317	02-JUN-16 02.39.53.000000 AM	02-JUN-16 02.48.03.000000 AM
274318	02-JUN-16 02.49.44.000000 AM	02-JUN-16 02.53.37.000000 AM
274319	02-JUN-16 02.56.19.000000 AM	02-JUN-16 04.23.21.000000 AM
274335	02-JUN-16 11.10.43.000000 AM	02-JUN-16 05.20.58.000000 PM
274336	02-JUN-16 05.25.02.000000 PM	02-JUN-16 05.32.25.000000 PM
274337	02-JUN-16 05.32.31.000000 PM	02-JUN-16 05.40.41.000000 PM
274338	02-JUN-16 05.41.22.000000 PM	02-JUN-16 10.14.06.000000 PM
274339	02-JUN-16 10.15.40.000000 PM	02-JUN-16 10.53.44.000000 PM
274344	02-JUN-16 11.27.09.000000 PM	03-JUN-16 03.35.02.000000 AM
274345	03-JUN-16 03.37.46.000000 AM	03-JUN-16 04.43.25.000000 AM
274382	03-JUN-16 05.37.56.000000 PM	03-JUN-16 05.57.22.000000 PM
274387	03-JUN-16 09.10.09.000000 PM	03-JUN-16 11.29.38.000000 PM
274388	03-JUN-16 11.32.38.000000 PM	04-JUN-16 11.19.20.000000 AM
274420	04-JUN-16 10.16.58.000000 PM	04-JUN-16 11.24.58.000000 PM
274421	04-JUN-16 11.28.04.000000 PM	05-JUN-16 01.45.59.000000 AM
274422	05-JUN-16 01.46.51.000000 AM	05-JUN-16 04.03.55.000000 PM
274440	05-JUN-16 09.32.38.000000 PM	06-JUN-16 12.10.22.000000 AM
274441	06-JUN-16 12.13.06.000000 AM	06-JUN-16 03.04.50.000000 AM
274442	06-JUN-16 03.05.09.000000 AM	06-JUN-16 07.58.52.000000 AM
274443	06-JUN-16 08.14.36.000000 AM	06-JUN-16 08.33.38.000000 AM
274954	11-JUN-16 11.40.51.000000 AM	11-JUN-16 11.49.48.000000 AM
274955	11-JUN-16 11.52.07.000000 AM	11-JUN-16 12.29.49.000000 PM
274956	11-JUN-16 12.35.55.000000 PM	11-JUN-16 01.43.54.000000 PM
274957	11-JUN-16 01.46.38.000000 PM	11-JUN-16 02.02.34.000000 PM
274958	11-JUN-16 02.02.52.000000 PM	11-JUN-16 04.11.28.000000 PM
274959	11-JUN-16 04.14.54.000000 PM	11-JUN-16 06.12.38.000000 PM
274967	12-JUN-16 12.28.44.000000 AM	12-JUN-16 12.46.36.000000 AM
274968	12-JUN-16 12.51.22.000000 AM	12-JUN-16 08.39.32.000000 AM
274969	12-JUN-16 08.41.54.000000 AM	12-JUN-16 03.12.45.000000 PM
274970	12-JUN-16 03.12.54.000000 PM	12-JUN-16 03.30.47.000000 PM
274971	12-JUN-16 03.33.30.000000 PM	12-JUN-16 09.24.43.000000 PM
274998	13-JUN-16 06.19.30.000000 AM	13-JUN-16 11.03.31.000000 AM
274999	13-JUN-16 11.04.45.000000 AM	13-JUN-16 07.12.44.000000 PM
275000	13-JUN-16 07.15.35.000000 PM	13-JUN-16 08.09.35.000000 PM
275001	13-JUN-16 08.12.42.000000 PM	14-JUN-16 09.33.02.000000 AM
275059	14-JUN-16 06.49.52.000000 PM	14-JUN-16 07.17.50.000000 PM
275062	14-JUN-16 07.19.10.000000 PM	14-JUN-16 07.21.53.000000 PM
275063	14-JUN-16 07.23.09.000000 PM	14-JUN-16 07.29.22.000000 PM
275064	14-JUN-16 07.29.51.000000 PM	14-JUN-16 07.42.40.000000 PM
275066	14-JUN-16 07.45.35.000000 PM	14-JUN-16 08.28.19.000000 PM
275067	14-JUN-16 08.28.40.000000 PM	14-JUN-16 11.02.08.000000 PM
275068	14-JUN-16 11.05.49.000000 PM	15-JUN-16 05.03.39.000000 AM
275073	15-JUN-16 05.32.47.000000 AM	15-JUN-16 08.55.36.000000 AM
275074	15-JUN-16 08.56.59.000000 AM	15-JUN-16 01.07.58.000000 PM
275124	15-JUN-16 07.50.26.000000 PM	15-JUN-16 09.57.28.000000 PM
275125	15-JUN-16 10.00.21.000000 PM	16-JUN-16 04.24.13.000000 AM
275282	17-JUN-16 02.05.52.000000 AM	17-JUN-16 02.42.46.000000 AM
275283	17-JUN-16 02.43.11.000000 AM	17-JUN-16 03.36.01.000000 AM
275284	17-JUN-16 03.36.53.000000 AM	17-JUN-16 04.20.01.000000 AM
275285	17-JUN-16 04.21.46.000000 AM	17-JUN-16 04.24.52.000000 AM
275286	17-JUN-16 04.27.41.000000 AM	17-JUN-16 05.01.06.000000 AM
275289	17-JUN-16 05.12.53.000000 AM	17-JUN-16 05.21.02.000000 AM
275290	17-JUN-16 05.22.02.000000 AM	17-JUN-16 06.19.55.000000 AM
275291	17-JUN-16 06.28.35.000000 AM	17-JUN-16 08.46.31.000000 AM
275292	17-JUN-16 08.46.47.000000 AM	17-JUN-16 09.34.57.000000 AM
275293	17-JUN-16 09.37.27.000000 AM	17-JUN-16 10.55.10.000000 AM
275309	17-JUN-16 03.48.15.000000 PM	17-JUN-16 07.30.29.000000 PM
275310	17-JUN-16 07.32.53.000000 PM	18-JUN-16 08.05.49.000000 AM
275311	18-JUN-16 08.07.07.000000 AM	18-JUN-16 04.13.33.000000 PM
275319	18-JUN-16 08.56.15.000000 PM	18-JUN-16 09.54.55.000000 PM
275337	18-JUN-16 11.26.04.000000 PM	19-JUN-16 02.13.55.000000 AM
275338	19-JUN-16 02.15.37.000000 AM	19-JUN-16 05.37.15.000000 AM
275344	19-JUN-16 10.18.25.000000 AM	19-JUN-16 12.11.52.000000 PM
275345	19-JUN-16 12.12.11.000000 PM	19-JUN-16 02.28.57.000000 PM
275370	19-JUN-16 06.19.29.000000 PM	19-JUN-16 08.12.09.000000 PM
275371	19-JUN-16 08.16.49.000000 PM	19-JUN-16 11.57.30.000000 PM
275375	20-JUN-16 04.17.12.000000 AM	20-JUN-16 12.52.22.000000 PM
275376	20-JUN-16 12.55.04.000000 PM	21-JUN-16 08.57.31.000000 AM
275656	24-JUN-16 05.25.36.000000 AM	24-JUN-16 05.29.52.000000 AM
275657	24-JUN-16 05.32.32.000000 AM	24-JUN-16 06.15.16.000000 AM
275658	24-JUN-16 06.16.07.000000 AM	24-JUN-16 08.29.22.000000 AM
275659	24-JUN-16 08.31.38.000000 AM	24-JUN-16 08.37.51.000000 AM
275757	25-JUN-16 05.45.06.000000 AM	25-JUN-16 05.57.08.000000 AM
275758	25-JUN-16 05.59.02.000000 AM	25-JUN-16 06.01.46.000000 AM
275759	25-JUN-16 06.05.32.000000 AM	25-JUN-16 06.18.21.000000 AM
275761	25-JUN-16 06.24.16.000000 AM	25-JUN-16 06.28.09.000000 AM
275763	25-JUN-16 06.35.05.000000 AM	25-JUN-16 06.41.42.000000 AM
275764	25-JUN-16 06.41.50.000000 AM	25-JUN-16 06.54.39.000000 AM
275766	25-JUN-16 07.02.12.000000 AM	25-JUN-16 07.25.07.000000 AM
275767	25-JUN-16 07.31.36.000000 AM	25-JUN-16 07.34.20.000000 AM
275768	25-JUN-16 07.37.37.000000 AM	25-JUN-16 08.10.15.000000 AM
275772	25-JUN-16 08.28.17.000000 AM	25-JUN-16 08.51.36.000000 AM
275773	25-JUN-16 08.53.33.000000 AM	25-JUN-16 09.01.19.000000 AM
275774	25-JUN-16 09.01.55.000000 AM	25-JUN-16 11.04.41.000000 AM
275776	25-JUN-16 11.11.23.000000 AM	25-JUN-16 12.08.53.000000 PM
275777	25-JUN-16 12.12.24.000000 PM	25-JUN-16 02.10.07.000000 PM
275778	25-JUN-16 02.13.15.000000 PM	25-JUN-16 04.16.48.000000 PM
275781	25-JUN-16 04.30.06.000000 PM	25-JUN-16 04.42.56.000000 PM
275782	25-JUN-16 04.44.49.000000 PM	25-JUN-16 09.40.28.000000 PM
275828	26-JUN-16 05.40.15.000000 PM	26-JUN-16 06.11.43.000000 PM
275829	26-JUN-16 06.15.13.000000 PM	26-JUN-16 06.33.05.000000 PM
275831	26-JUN-16 06.38.54.000000 PM	26-JUN-16 07.16.59.000000 PM
275832	26-JUN-16 07.18.04.000000 PM	26-JUN-16 09.41.49.000000 PM
275833	26-JUN-16 09.45.07.000000 PM	26-JUN-16 11.23.24.000000 PM
275834	26-JUN-16 11.26.02.000000 PM	27-JUN-16 01.23.22.000000 AM
275835	27-JUN-16 01.24.23.000000 AM	27-JUN-16 01.31.46.000000 AM
275836	27-JUN-16 01.32.00.000000 AM	27-JUN-16 09.59.01.000000 AM
275837	27-JUN-16 09.59.11.000000 AM	27-JUN-16 02.40.52.000000 PM
275841	27-JUN-16 03.17.37.000000 PM	27-JUN-16 03.40.32.000000 PM
275846	27-JUN-16 03.53.32.000000 PM	27-JUN-16 03.56.15.000000 PM
275847	27-JUN-16 03.59.22.000000 PM	28-JUN-16 06.38.12.000000 AM
275886	28-JUN-16 10.39.25.000000 AM	28-JUN-16 11.00.47.000000 AM
275887	28-JUN-16 11.06.36.000000 AM	28-JUN-16 11.24.51.000000 AM
275890	28-JUN-16 11.27.45.000000 AM	28-JUN-16 08.28.34.000000 PM
275911	29-JUN-16 03.49.35.000000 AM	29-JUN-16 06.18.23.000000 AM
275912	29-JUN-16 06.21.23.000000 AM	29-JUN-16 08.18.43.000000 AM
275913	29-JUN-16 08.19.55.000000 AM	29-JUN-16 11.27.34.000000 AM
275918	29-JUN-16 11.29.20.000000 AM	29-JUN-16 01.52.19.000000 PM
275920	29-JUN-16 01.54.52.000000 PM	29-JUN-16 04.57.51.000000 PM
275921	29-JUN-16 04.59.30.000000 PM	29-JUN-16 05.11.32.000000 PM
275922	29-JUN-16 05.12.00.000000 PM	29-JUN-16 05.14.43.000000 PM
275923	29-JUN-16 05.16.55.000000 PM	29-JUN-16 06.09.45.000000 PM
275931	29-JUN-16 06.34.22.000000 PM	29-JUN-16 07.08.33.000000 PM
275963	30-JUN-16 03.02.54.000000 AM	30-JUN-16 03.37.52.000000 AM
276062	30-JUN-16 09.07.15.000000 PM	30-JUN-16 09.10.21.000000 PM
276063	30-JUN-16 09.14.02.000000 PM	30-JUN-16 09.17.09.000000 PM
276064	30-JUN-16 09.18.44.000000 PM	30-JUN-16 09.31.33.000000 PM
276092	01-JUL-16 04.14.32.000000 AM	01-JUL-16 04.45.13.000000 AM
276095	01-JUL-16 04.56.43.000000 AM	01-JUL-16 04.59.26.000000 AM
276097	01-JUL-16 05.07.31.000000 AM	01-JUL-16 08.24.06.000000 AM
276242	02-JUL-16 04.05.34.000000 PM	03-JUL-16 02.53.37.000000 AM
276243	03-JUL-16 02.56.20.000000 AM	03-JUL-16 06.59.32.000000 AM
276244	03-JUL-16 07.03.30.000000 AM	03-JUL-16 02.50.07.000000 PM
276282	03-JUL-16 08.15.01.000000 PM	04-JUL-16 03.13.04.000000 AM
276283	04-JUL-16 03.13.27.000000 AM	04-JUL-16 10.15.23.000000 AM
276315	04-JUL-16 01.19.05.000000 PM	04-JUL-16 02.31.44.000000 PM
276317	04-JUL-16 02.32.52.000000 PM	04-JUL-16 03.29.35.000000 PM
276318	04-JUL-16 03.29.46.000000 PM	04-JUL-16 07.13.33.000000 PM
276326	04-JUL-16 07.17.10.000000 PM	04-JUL-16 07.20.16.000000 PM
276327	04-JUL-16 07.27.44.000000 PM	04-JUL-16 07.50.39.000000 PM
276352	04-JUL-16 11.20.20.000000 PM	04-JUL-16 11.38.12.000000 PM
276355	04-JUL-16 11.39.48.000000 PM	04-JUL-16 11.52.38.000000 PM
276357	05-JUL-16 12.00.34.000000 AM	05-JUL-16 12.28.56.000000 AM
276361	05-JUL-16 12.36.15.000000 AM	05-JUL-16 06.03.47.000000 AM
276363	05-JUL-16 06.07.36.000000 AM	05-JUL-16 03.45.43.000000 PM
276384	05-JUL-16 03.46.43.000000 PM	05-JUL-16 11.00.18.000000 PM
276437	06-JUL-16 04.58.47.000000 AM	06-JUL-16 06.52.33.000000 PM
276453	06-JUL-16 07.12.52.000000 PM	06-JUL-16 08.01.03.000000 PM
276454	06-JUL-16 08.08.15.000000 PM	06-JUL-16 11.32.36.000000 PM
276458	07-JUL-16 04.00.22.000000 AM	07-JUL-16 06.12.27.000000 AM
276495	07-JUL-16 01.20.57.000000 PM	07-JUL-16 02.35.33.000000 PM
276501	07-JUL-16 02.46.30.000000 PM	08-JUL-16 07.19.09.000000 AM
276502	08-JUL-16 07.20.54.000000 AM	08-JUL-16 12.08.25.000000 PM
276525	08-JUL-16 04.14.55.000000 PM	09-JUL-16 10.29.22.000000 AM
276527	09-JUL-16 10.34.41.000000 AM	09-JUL-16 11.57.27.000000 AM
276528	09-JUL-16 12.00.39.000000 PM	09-JUL-16 02.33.20.000000 PM
276542	09-JUL-16 06.32.22.000000 PM	09-JUL-16 11.36.58.000000 PM
276543	09-JUL-16 11.39.40.000000 PM	10-JUL-16 05.52.39.000000 AM
276544	10-JUL-16 05.53.24.000000 AM	10-JUL-16 06.56.20.000000 AM
276545	10-JUL-16 06.59.01.000000 AM	10-JUL-16 08.21.23.000000 AM
276581	10-JUL-16 02.24.16.000000 PM	10-JUL-16 04.47.14.000000 PM
276582	10-JUL-16 04.52.29.000000 PM	10-JUL-16 10.31.16.000000 PM
276583	10-JUL-16 10.34.28.000000 PM	10-JUL-16 10.57.24.000000 PM
276584	10-JUL-16 10.59.17.000000 PM	10-JUL-16 10.59.40.000000 PM
276585	10-JUL-16 11.31.21.000000 PM	11-JUL-16 01.09.15.000000 AM
276586	11-JUL-16 01.10.08.000000 AM	11-JUL-16 06.13.11.000000 AM
276587	11-JUL-16 06.13.21.000000 AM	11-JUL-16 12.43.49.000000 PM
276653	12-JUL-16 02.12.31.000000 AM	12-JUL-16 05.22.53.000000 AM
276655	12-JUL-16 05.26.27.000000 AM	12-JUL-16 12.38.52.000000 PM
276659	12-JUL-16 12.39.13.000000 PM	12-JUL-16 02.16.44.000000 PM
276775	12-JUL-16 11.26.20.000000 PM	13-JUL-16 07.02.04.000000 AM
276776	13-JUL-16 07.02.29.000000 AM	13-JUL-16 06.50.22.000000 PM
276794	13-JUL-16 07.05.19.000000 PM	14-JUL-16 12.48.46.000000 AM
276807	14-JUL-16 05.24.10.000000 AM	14-JUL-16 06.26.43.000000 AM
276808	14-JUL-16 06.28.59.000000 AM	14-JUL-16 12.11.39.000000 PM
276810	14-JUL-16 12.15.44.000000 PM	14-JUL-16 02.08.24.000000 PM
276811	14-JUL-16 02.15.34.000000 PM	15-JUL-16 06.50.57.000000 AM
276831	15-JUL-16 09.47.46.000000 AM	16-JUL-16 02.56.10.000000 AM
276832	16-JUL-16 03.12.13.000000 AM	16-JUL-16 03.40.11.000000 AM
276834	16-JUL-16 03.42.10.000000 AM	16-JUL-16 08.25.01.000000 AM
276836	16-JUL-16 08.31.13.000000 AM	16-JUL-16 08.38.59.000000 AM
276837	16-JUL-16 08.40.07.000000 AM	16-JUL-16 08.55.17.000000 AM
276870	16-JUL-16 01.02.01.000000 PM	17-JUL-16 11.05.18.000000 AM
276935	18-JUL-16 01.39.55.000000 AM	18-JUL-16 07.01.14.000000 AM
276940	18-JUL-16 10.13.36.000000 AM	18-JUL-16 11.09.33.000000 AM
276941	18-JUL-16 11.12.22.000000 AM	18-JUL-16 11.20.09.000000 AM
276942	18-JUL-16 11.22.39.000000 AM	18-JUL-16 11.28.05.000000 AM
276944	18-JUL-16 11.40.26.000000 AM	18-JUL-16 11.48.12.000000 AM
276945	18-JUL-16 11.49.15.000000 AM	18-JUL-16 11.51.59.000000 AM
276946	18-JUL-16 11.56.36.000000 AM	18-JUL-16 12.09.26.000000 PM
276947	18-JUL-16 12.11.19.000000 PM	18-JUL-16 01.09.13.000000 PM
276948	18-JUL-16 01.09.47.000000 PM	18-JUL-16 04.16.16.000000 PM
276950	18-JUL-16 04.16.45.000000 PM	19-JUL-16 07.30.33.000000 AM
277069	19-JUL-16 07.52.15.000000 PM	19-JUL-16 09.53.52.000000 PM
277070	19-JUL-16 09.54.11.000000 PM	20-JUL-16 04.46.47.000000 AM
277071	20-JUL-16 04.48.37.000000 AM	20-JUL-16 05.57.23.000000 AM
277072	20-JUL-16 06.01.41.000000 AM	20-JUL-16 09.09.20.000000 AM
277073	20-JUL-16 09.09.53.000000 AM	20-JUL-16 09.47.34.000000 AM
277075	20-JUL-16 09.49.09.000000 AM	20-JUL-16 09.52.15.000000 AM
277076	20-JUL-16 09.55.58.000000 AM	20-JUL-16 04.38.28.000000 PM
277087	20-JUL-16 07.46.15.000000 PM	21-JUL-16 02.12.50.000000 AM
277093	21-JUL-16 06.01.03.000000 AM	21-JUL-16 06.01.49.000000 AM
277094	21-JUL-16 06.03.56.000000 AM	21-JUL-16 09.55.53.000000 AM
277096	21-JUL-16 09.56.14.000000 AM	21-JUL-16 11.29.01.000000 PM
277112	21-JUL-16 11.29.34.000000 PM	22-JUL-16 12.29.24.000000 AM
277126	22-JUL-16 03.36.48.000000 AM	22-JUL-16 03.43.48.000000 AM
277127	22-JUL-16 03.46.10.000000 AM	22-JUL-16 09.36.13.000000 AM
277148	22-JUL-16 12.31.04.000000 PM	22-JUL-16 04.36.37.000000 PM
277166	22-JUL-16 08.10.23.000000 PM	22-JUL-16 10.28.42.000000 PM
277168	22-JUL-16 10.34.53.000000 PM	23-JUL-16 12.58.10.000000 PM
277180	23-JUL-16 03.37.57.000000 PM	23-JUL-16 04.32.21.000000 PM
277194	23-JUL-16 08.25.08.000000 PM	24-JUL-16 09.05.27.000000 AM
277202	24-JUL-16 09.54.10.000000 AM	24-JUL-16 01.16.35.000000 PM
277217	24-JUL-16 04.03.20.000000 PM	24-JUL-16 04.16.09.000000 PM
277218	24-JUL-16 04.16.32.000000 PM	24-JUL-16 05.08.12.000000 PM
277219	24-JUL-16 05.08.26.000000 PM	24-JUL-16 05.11.56.000000 PM
277220	24-JUL-16 05.15.00.000000 PM	24-JUL-16 06.59.54.000000 PM
277305	25-JUL-16 03.23.14.000000 AM	25-JUL-16 07.48.12.000000 AM
