run_nb	start_time	end_time
314524	17-APR-18 04.46.26.000000 PM	17-APR-18 04.50.42.000000 PM
314527	17-APR-18 04.54.14.000000 PM	17-APR-18 04.58.54.000000 PM
314557	17-APR-18 10.38.35.000000 PM	17-APR-18 10.47.08.000000 PM
314558	17-APR-18 10.54.32.000000 PM	17-APR-18 11.08.08.000000 PM
314559	17-APR-18 11.12.29.000000 PM	17-APR-18 11.16.22.000000 PM
314560	17-APR-18 11.19.55.000000 PM	17-APR-18 11.23.48.000000 PM
314562	17-APR-18 11.40.52.000000 PM	17-APR-18 11.44.45.000000 PM
314563	17-APR-18 11.45.17.000000 PM	17-APR-18 11.53.49.000000 PM
314564	17-APR-18 11.59.50.000000 PM	18-APR-18 12.09.10.000000 AM
314565	18-APR-18 12.14.50.000000 AM	18-APR-18 12.24.33.000000 AM
314566	18-APR-18 12.31.35.000000 AM	18-APR-18 12.41.18.000000 AM
314567	18-APR-18 12.48.32.000000 AM	18-APR-18 12.58.38.000000 AM
314568	18-APR-18 01.04.38.000000 AM	18-APR-18 01.05.01.000000 AM
314570	18-APR-18 01.12.32.000000 AM	18-APR-18 01.21.51.000000 AM
314571	18-APR-18 01.28.32.000000 AM	18-APR-18 01.38.38.000000 AM
314572	18-APR-18 01.44.37.000000 AM	18-APR-18 01.53.09.000000 AM
314573	18-APR-18 01.59.09.000000 AM	18-APR-18 02.07.42.000000 AM
314574	18-APR-18 02.13.39.000000 AM	18-APR-18 04.24.59.000000 AM
314575	18-APR-18 04.27.20.000000 AM	18-APR-18 04.36.39.000000 AM
314649	18-APR-18 08.29.12.000000 PM	18-APR-18 08.48.14.000000 PM
314650	18-APR-18 08.49.52.000000 PM	19-APR-18 01.07.27.000000 AM
314651	19-APR-18 01.10.10.000000 AM	19-APR-18 01.12.06.000000 AM
314652	19-APR-18 01.36.36.000000 AM	19-APR-18 01.41.16.000000 AM
314653	19-APR-18 01.48.41.000000 AM	19-APR-18 01.52.58.000000 AM
314654	19-APR-18 01.56.47.000000 AM	19-APR-18 02.01.04.000000 AM
314655	19-APR-18 02.04.20.000000 AM	19-APR-18 02.08.37.000000 AM
314656	19-APR-18 02.12.15.000000 AM	19-APR-18 02.16.32.000000 AM
314657	19-APR-18 02.19.53.000000 AM	19-APR-18 02.24.09.000000 AM
314658	19-APR-18 02.27.30.000000 AM	19-APR-18 02.31.46.000000 AM
314659	19-APR-18 02.35.20.000000 AM	19-APR-18 02.39.37.000000 AM
314660	19-APR-18 02.44.10.000000 AM	19-APR-18 02.48.26.000000 AM
314661	19-APR-18 02.51.59.000000 AM	19-APR-18 02.55.52.000000 AM
314662	19-APR-18 03.01.05.000000 AM	19-APR-18 03.05.45.000000 AM
314663	19-APR-18 03.09.48.000000 AM	19-APR-18 06.33.46.000000 AM
314664	19-APR-18 06.38.33.000000 AM	19-APR-18 07.49.39.000000 AM
314665	19-APR-18 07.52.19.000000 AM	19-APR-18 07.56.59.000000 AM
314747	19-APR-18 10.23.35.000000 PM	19-APR-18 10.27.28.000000 PM
314748	19-APR-18 10.31.02.000000 PM	19-APR-18 10.41.55.000000 PM
314750	19-APR-18 10.52.09.000000 PM	19-APR-18 10.55.15.000000 PM
314751	19-APR-18 10.59.09.000000 PM	19-APR-18 11.02.16.000000 PM
314752	19-APR-18 11.06.47.000000 PM	19-APR-18 11.10.16.000000 PM
314753	19-APR-18 11.14.31.000000 PM	19-APR-18 11.14.54.000000 PM
314754	19-APR-18 11.19.31.000000 PM	19-APR-18 11.23.47.000000 PM
314755	19-APR-18 11.27.47.000000 PM	20-APR-18 01.44.10.000000 AM
314756	20-APR-18 01.49.23.000000 AM	20-APR-18 03.10.58.000000 AM
314758	20-APR-18 04.01.27.000000 AM	20-APR-18 04.09.13.000000 AM
314759	20-APR-18 04.10.43.000000 AM	20-APR-18 08.34.31.000000 AM
314764	20-APR-18 08.41.39.000000 AM	20-APR-18 10.17.14.000000 AM
314810	20-APR-18 05.49.28.000000 PM	20-APR-18 06.31.49.000000 PM
314811	20-APR-18 06.35.11.000000 PM	20-APR-18 11.39.24.000000 PM
314816	21-APR-18 02.05.14.000000 AM	21-APR-18 08.52.48.000000 AM
314859	22-APR-18 07.30.21.000000 AM	22-APR-18 07.52.29.000000 AM
314860	22-APR-18 07.54.47.000000 AM	22-APR-18 08.15.46.000000 AM
314861	22-APR-18 08.19.39.000000 AM	22-APR-18 08.25.29.000000 AM
314863	22-APR-18 08.32.51.000000 AM	22-APR-18 08.46.04.000000 AM
314864	22-APR-18 08.51.53.000000 AM	22-APR-18 09.10.09.000000 AM
314865	22-APR-18 09.12.53.000000 AM	22-APR-18 09.23.22.000000 AM
314867	22-APR-18 09.30.57.000000 AM	22-APR-18 09.49.12.000000 AM
314870	22-APR-18 09.58.03.000000 AM	22-APR-18 10.08.55.000000 AM
314872	22-APR-18 10.35.57.000000 AM	22-APR-18 10.39.27.000000 AM
314873	22-APR-18 10.48.31.000000 AM	22-APR-18 11.01.20.000000 AM
314874	22-APR-18 11.07.29.000000 AM	22-APR-18 11.21.52.000000 AM
314875	22-APR-18 11.26.02.000000 AM	22-APR-18 12.24.19.000000 PM
314876	22-APR-18 12.30.00.000000 PM	22-APR-18 12.46.19.000000 PM
314878	22-APR-18 01.13.00.000000 PM	22-APR-18 04.41.14.000000 PM
314890	22-APR-18 08.16.11.000000 PM	23-APR-18 05.13.54.000000 AM
315104	24-APR-18 08.36.39.000000 PM	24-APR-18 10.04.51.000000 PM
315105	24-APR-18 10.12.44.000000 PM	24-APR-18 10.13.30.000000 PM
315106	24-APR-18 10.16.24.000000 PM	25-APR-18 01.55.31.000000 AM
315107	25-APR-18 01.57.10.000000 AM	25-APR-18 04.53.33.000000 AM
315108	25-APR-18 05.00.26.000000 AM	25-APR-18 05.56.47.000000 AM
315150	25-APR-18 12.18.05.000000 PM	25-APR-18 12.43.20.000000 PM
315151	25-APR-18 12.49.14.000000 PM	25-APR-18 01.18.45.000000 PM
315154	25-APR-18 01.23.12.000000 PM	25-APR-18 02.40.31.000000 PM
315157	25-APR-18 02.45.41.000000 PM	25-APR-18 02.51.54.000000 PM
315159	25-APR-18 03.04.01.000000 PM	25-APR-18 04.03.27.000000 PM
315172	25-APR-18 06.46.08.000000 PM	25-APR-18 08.49.17.000000 PM
315179	25-APR-18 11.25.05.000000 PM	25-APR-18 11.37.31.000000 PM
315180	25-APR-18 11.42.17.000000 PM	25-APR-18 11.50.03.000000 PM
315187	26-APR-18 01.47.27.000000 AM	26-APR-18 01.49.23.000000 AM
315188	26-APR-18 01.53.29.000000 AM	26-APR-18 03.51.36.000000 AM
315189	26-APR-18 03.56.35.000000 AM	26-APR-18 06.25.00.000000 AM
315190	26-APR-18 06.29.10.000000 AM	26-APR-18 07.06.04.000000 AM
315257	26-APR-18 09.09.40.000000 PM	26-APR-18 09.45.01.000000 PM
315259	26-APR-18 09.54.51.000000 PM	26-APR-18 11.01.17.000000 PM
315264	27-APR-18 02.45.32.000000 AM	27-APR-18 04.14.30.000000 AM
315265	27-APR-18 04.20.05.000000 AM	27-APR-18 04.41.04.000000 AM
315267	27-APR-18 04.59.11.000000 AM	27-APR-18 06.33.35.000000 AM
315268	27-APR-18 06.37.12.000000 AM	27-APR-18 06.37.59.000000 AM
315270	27-APR-18 06.44.15.000000 AM	27-APR-18 10.49.48.000000 AM
315322	27-APR-18 02.41.34.000000 PM	27-APR-18 11.18.41.000000 PM
315339	28-APR-18 03.06.24.000000 AM	28-APR-18 07.06.06.000000 AM
315357	28-APR-18 07.32.25.000000 PM	29-APR-18 12.38.11.000000 AM
315361	29-APR-18 03.17.57.000000 AM	29-APR-18 07.04.28.000000 AM
315363	29-APR-18 07.08.34.000000 AM	29-APR-18 08.01.01.000000 AM
315365	29-APR-18 08.24.50.000000 AM	29-APR-18 08.34.10.000000 AM
315366	29-APR-18 08.40.00.000000 AM	29-APR-18 01.31.00.000000 PM
315420	29-APR-18 11.54.09.000000 PM	30-APR-18 11.02.24.000000 AM
315488	30-APR-18 07.08.38.000000 PM	01-MAY-18 02.04.44.000000 AM
315489	01-MAY-18 02.09.59.000000 AM	01-MAY-18 06.45.03.000000 AM
315490	01-MAY-18 06.53.23.000000 AM	01-MAY-18 07.02.19.000000 AM
315506	01-MAY-18 10.08.39.000000 AM	01-MAY-18 10.42.27.000000 AM
315509	01-MAY-18 10.46.52.000000 AM	01-MAY-18 11.07.04.000000 AM
315510	01-MAY-18 11.10.29.000000 AM	01-MAY-18 01.24.08.000000 PM
315512	01-MAY-18 01.27.08.000000 PM	01-MAY-18 08.42.40.000000 PM
315543	02-MAY-18 04.09.49.000000 AM	02-MAY-18 04.54.54.000000 AM
315555	02-MAY-18 09.42.48.000000 AM	02-MAY-18 10.11.56.000000 AM
315556	02-MAY-18 10.15.53.000000 AM	02-MAY-18 10.25.36.000000 AM
315557	02-MAY-18 10.30.09.000000 AM	02-MAY-18 12.18.10.000000 PM
315640	02-MAY-18 09.31.41.000000 PM	02-MAY-18 09.47.36.000000 PM
315641	02-MAY-18 09.56.12.000000 PM	02-MAY-18 09.57.22.000000 PM
315642	02-MAY-18 10.03.16.000000 PM	02-MAY-18 10.38.37.000000 PM
315644	02-MAY-18 10.42.00.000000 PM	02-MAY-18 11.53.06.000000 PM
315645	02-MAY-18 11.58.43.000000 PM	03-MAY-18 03.49.07.000000 AM
315646	03-MAY-18 03.51.56.000000 AM	03-MAY-18 10.32.53.000000 AM
315647	03-MAY-18 10.38.46.000000 AM	03-MAY-18 11.00.54.000000 AM
315648	03-MAY-18 11.04.01.000000 AM	03-MAY-18 11.46.45.000000 AM
315689	03-MAY-18 02.58.22.000000 PM	03-MAY-18 10.29.49.000000 PM
315690	03-MAY-18 10.35.38.000000 PM	04-MAY-18 02.49.20.000000 AM
315702	04-MAY-18 08.08.15.000000 AM	04-MAY-18 08.37.23.000000 AM
315703	04-MAY-18 08.40.27.000000 AM	04-MAY-18 12.11.48.000000 PM
315704	04-MAY-18 12.15.58.000000 PM	04-MAY-18 12.39.40.000000 PM
315705	04-MAY-18 12.42.46.000000 PM	04-MAY-18 05.14.20.000000 PM
315713	04-MAY-18 07.35.25.000000 PM	05-MAY-18 02.38.07.000000 AM
315721	05-MAY-18 05.17.11.000000 AM	05-MAY-18 08.58.38.000000 AM
315741	05-MAY-18 11.57.43.000000 AM	05-MAY-18 12.20.15.000000 PM
315764	05-MAY-18 03.48.29.000000 PM	05-MAY-18 05.34.10.000000 PM
315770	06-MAY-18 02.20.23.000000 AM	06-MAY-18 04.14.13.000000 AM
315784	06-MAY-18 11.07.00.000000 AM	06-MAY-18 12.13.26.000000 PM
315785	06-MAY-18 12.23.07.000000 PM	06-MAY-18 02.21.13.000000 PM
315786	06-MAY-18 02.25.10.000000 PM	06-MAY-18 02.52.45.000000 PM
315788	06-MAY-18 06.02.04.000000 PM	06-MAY-18 06.02.51.000000 PM
315789	06-MAY-18 06.07.59.000000 PM	06-MAY-18 06.08.45.000000 PM
315790	06-MAY-18 06.12.51.000000 PM	07-MAY-18 12.10.40.000000 AM
315800	07-MAY-18 06.55.20.000000 AM	07-MAY-18 10.52.19.000000 AM
315801	07-MAY-18 10.57.12.000000 AM	07-MAY-18 01.10.28.000000 PM
315840	07-MAY-18 09.19.16.000000 PM	08-MAY-18 04.34.48.000000 AM
315973	08-MAY-18 11.33.11.000000 PM	09-MAY-18 05.13.08.000000 AM
315974	09-MAY-18 05.17.09.000000 AM	09-MAY-18 05.44.21.000000 AM
316058	09-MAY-18 08.47.16.000000 PM	09-MAY-18 11.08.18.000000 PM
316059	09-MAY-18 11.10.21.000000 PM	10-MAY-18 02.50.15.000000 AM
316060	10-MAY-18 02.53.15.000000 AM	10-MAY-18 08.56.08.000000 AM
316061	10-MAY-18 09.00.15.000000 AM	10-MAY-18 10.19.54.000000 AM
316062	10-MAY-18 10.24.04.000000 AM	10-MAY-18 10.25.14.000000 AM
316082	10-MAY-18 12.45.58.000000 PM	10-MAY-18 03.09.43.000000 PM
316109	10-MAY-18 09.14.25.000000 PM	10-MAY-18 09.18.42.000000 PM
316110	10-MAY-18 09.22.27.000000 PM	10-MAY-18 10.43.39.000000 PM
316111	10-MAY-18 10.46.45.000000 PM	10-MAY-18 11.05.01.000000 PM
316112	10-MAY-18 11.09.31.000000 PM	10-MAY-18 11.12.38.000000 PM
316113	10-MAY-18 11.16.41.000000 PM	10-MAY-18 11.42.43.000000 PM
316114	10-MAY-18 11.42.59.000000 PM	11-MAY-18 09.49.27.000000 AM
316153	11-MAY-18 05.03.13.000000 PM	11-MAY-18 10.01.59.000000 PM
316186	12-MAY-18 03.00.17.000000 AM	12-MAY-18 03.16.59.000000 AM
316187	12-MAY-18 03.18.33.000000 AM	12-MAY-18 04.45.07.000000 PM
316199	12-MAY-18 06.55.11.000000 PM	13-MAY-18 02.27.25.000000 AM
316200	13-MAY-18 02.29.14.000000 AM	13-MAY-18 02.32.44.000000 AM
316201	13-MAY-18 02.36.34.000000 AM	13-MAY-18 05.49.40.000000 AM
316202	13-MAY-18 05.53.19.000000 AM	13-MAY-18 08.29.30.000000 AM
316216	13-MAY-18 11.57.38.000000 AM	13-MAY-18 02.48.58.000000 PM
316217	13-MAY-18 03.05.03.000000 PM	13-MAY-18 04.47.14.000000 PM
316218	13-MAY-18 04.52.47.000000 PM	13-MAY-18 11.29.50.000000 PM
316219	13-MAY-18 11.33.19.000000 PM	14-MAY-18 01.22.53.000000 AM
316239	14-MAY-18 05.52.32.000000 AM	14-MAY-18 09.42.09.000000 AM
316240	14-MAY-18 09.45.29.000000 AM	14-MAY-18 05.44.08.000000 PM
316241	14-MAY-18 05.44.39.000000 PM	14-MAY-18 07.50.31.000000 PM
316271	15-MAY-18 12.23.54.000000 AM	15-MAY-18 12.57.19.000000 AM
316361	15-MAY-18 05.14.35.000000 PM	15-MAY-18 06.32.40.000000 PM
316362	15-MAY-18 06.35.04.000000 PM	15-MAY-18 09.29.31.000000 PM
316363	15-MAY-18 09.30.58.000000 PM	15-MAY-18 09.49.37.000000 PM
316377	16-MAY-18 01.56.02.000000 AM	16-MAY-18 02.04.11.000000 AM
316378	16-MAY-18 02.06.22.000000 AM	16-MAY-18 02.17.14.000000 AM
316379	16-MAY-18 02.20.12.000000 AM	16-MAY-18 02.47.01.000000 AM
316380	16-MAY-18 02.51.00.000000 AM	16-MAY-18 10.41.53.000000 AM
316441	16-MAY-18 04.50.09.000000 PM	16-MAY-18 04.52.06.000000 PM
316455	16-MAY-18 07.16.25.000000 PM	16-MAY-18 07.30.01.000000 PM
316456	16-MAY-18 07.33.09.000000 PM	16-MAY-18 07.33.32.000000 PM
316457	16-MAY-18 07.38.28.000000 PM	17-MAY-18 05.03.23.000000 AM
316469	17-MAY-18 07.48.25.000000 AM	17-MAY-18 11.52.25.000000 AM
316470	17-MAY-18 11.54.09.000000 AM	17-MAY-18 02.58.42.000000 PM
316472	17-MAY-18 03.00.34.000000 PM	17-MAY-18 05.09.33.000000 PM
316505	18-MAY-18 12.24.11.000000 AM	18-MAY-18 08.57.02.000000 AM
316569	19-MAY-18 02.15.13.000000 AM	19-MAY-18 02.43.07.000000 PM
316590	19-MAY-18 08.55.25.000000 PM	20-MAY-18 12.13.11.000000 AM
316613	20-MAY-18 07.52.22.000000 AM	20-MAY-18 09.06.58.000000 AM
316614	20-MAY-18 09.10.39.000000 AM	20-MAY-18 09.11.03.000000 AM
316615	20-MAY-18 09.12.45.000000 AM	20-MAY-18 11.23.41.000000 AM
316664	20-MAY-18 08.04.23.000000 PM	20-MAY-18 08.09.03.000000 PM
316665	20-MAY-18 08.12.32.000000 PM	20-MAY-18 09.48.07.000000 PM
316666	20-MAY-18 09.51.33.000000 PM	21-MAY-18 04.12.18.000000 AM
316667	21-MAY-18 04.15.41.000000 AM	21-MAY-18 05.31.50.000000 AM
316700	21-MAY-18 11.45.22.000000 AM	21-MAY-18 02.01.44.000000 PM
316701	21-MAY-18 02.12.33.000000 PM	21-MAY-18 05.18.15.000000 PM
316702	21-MAY-18 05.21.19.000000 PM	21-MAY-18 07.51.40.000000 PM
316715	22-MAY-18 01.10.33.000000 AM	22-MAY-18 01.26.28.000000 AM
316716	22-MAY-18 01.30.21.000000 AM	22-MAY-18 02.40.17.000000 AM
316717	22-MAY-18 02.44.00.000000 AM	22-MAY-18 03.58.12.000000 AM
316718	22-MAY-18 04.00.35.000000 AM	22-MAY-18 06.15.24.000000 AM
316719	22-MAY-18 06.17.36.000000 AM	22-MAY-18 07.13.10.000000 AM
316720	22-MAY-18 07.16.06.000000 AM	22-MAY-18 08.26.25.000000 AM
316721	22-MAY-18 08.29.42.000000 AM	22-MAY-18 08.39.48.000000 AM
316722	22-MAY-18 08.45.58.000000 AM	22-MAY-18 01.37.22.000000 PM
316723	22-MAY-18 01.38.48.000000 PM	22-MAY-18 02.03.17.000000 PM
316758	22-MAY-18 04.43.00.000000 PM	23-MAY-18 03.03.51.000000 AM
316766	23-MAY-18 05.50.20.000000 AM	23-MAY-18 07.44.52.000000 PM
316876	24-MAY-18 11.17.15.000000 PM	25-MAY-18 03.18.08.000000 AM
316877	25-MAY-18 03.18.15.000000 AM	25-MAY-18 05.53.40.000000 AM
316879	25-MAY-18 06.01.35.000000 AM	25-MAY-18 07.01.48.000000 AM
316928	25-MAY-18 05.30.22.000000 PM	25-MAY-18 06.27.52.000000 PM
316944	26-MAY-18 02.25.41.000000 PM	27-MAY-18 02.01.07.000000 AM
316985	27-MAY-18 08.04.08.000000 PM	27-MAY-18 11.06.44.000000 PM
316993	28-MAY-18 03.32.50.000000 AM	28-MAY-18 04.54.26.000000 AM
316994	28-MAY-18 04.58.46.000000 AM	28-MAY-18 05.06.09.000000 AM
316995	28-MAY-18 05.06.29.000000 AM	28-MAY-18 09.08.09.000000 AM
317080	28-MAY-18 08.40.32.000000 PM	28-MAY-18 08.50.15.000000 PM
317087	28-MAY-18 11.14.11.000000 PM	29-MAY-18 04.28.30.000000 AM
317088	29-MAY-18 04.32.59.000000 AM	29-MAY-18 04.42.19.000000 AM
317089	29-MAY-18 04.46.51.000000 AM	29-MAY-18 11.16.08.000000 AM
317182	30-MAY-18 09.15.46.000000 AM	30-MAY-18 06.10.45.000000 PM
317212	31-MAY-18 02.42.17.000000 AM	31-MAY-18 03.36.17.000000 AM
317213	31-MAY-18 03.40.05.000000 AM	31-MAY-18 06.05.23.000000 AM
317279	31-MAY-18 05.11.10.000000 PM	31-MAY-18 08.11.50.000000 PM
317291	01-JUN-18 02.53.28.000000 AM	01-JUN-18 08.05.50.000000 AM
317292	01-JUN-18 08.08.05.000000 AM	01-JUN-18 10.23.41.000000 AM
317295	01-JUN-18 10.39.45.000000 AM	01-JUN-18 10.46.45.000000 AM
317296	01-JUN-18 10.50.39.000000 AM	01-JUN-18 11.30.17.000000 AM
317297	01-JUN-18 11.34.35.000000 AM	01-JUN-18 04.29.28.000000 PM
317319	01-JUN-18 07.42.33.000000 PM	01-JUN-18 08.36.10.000000 PM
317320	01-JUN-18 08.37.54.000000 PM	02-JUN-18 08.27.43.000000 AM
317338	02-JUN-18 10.48.26.000000 AM	02-JUN-18 11.04.21.000000 AM
317339	02-JUN-18 11.06.14.000000 AM	02-JUN-18 12.14.14.000000 PM
317340	02-JUN-18 12.17.48.000000 PM	02-JUN-18 02.59.49.000000 PM
317382	03-JUN-18 04.34.21.000000 PM	03-JUN-18 05.01.32.000000 PM
317383	03-JUN-18 05.05.19.000000 PM	03-JUN-18 05.27.28.000000 PM
317391	04-JUN-18 03.21.59.000000 AM	04-JUN-18 03.24.42.000000 AM
317392	04-JUN-18 03.27.44.000000 AM	04-JUN-18 03.45.31.000000 PM
317434	04-JUN-18 10.48.32.000000 PM	05-JUN-18 12.09.44.000000 AM
317435	05-JUN-18 12.15.36.000000 AM	05-JUN-18 09.17.58.000000 AM
317438	05-JUN-18 09.20.20.000000 AM	05-JUN-18 11.20.00.000000 AM
317475	05-JUN-18 06.13.47.000000 PM	05-JUN-18 06.45.39.000000 PM
317478	05-JUN-18 06.47.21.000000 PM	05-JUN-18 06.55.54.000000 PM
317479	05-JUN-18 06.57.47.000000 PM	05-JUN-18 07.04.23.000000 PM
317480	05-JUN-18 07.06.43.000000 PM	05-JUN-18 07.11.46.000000 PM
317481	05-JUN-18 07.15.34.000000 PM	05-JUN-18 07.22.57.000000 PM
317482	05-JUN-18 07.25.16.000000 PM	05-JUN-18 07.34.35.000000 PM
317484	05-JUN-18 07.51.18.000000 PM	05-JUN-18 11.22.39.000000 PM
317488	05-JUN-18 11.26.30.000000 PM	06-JUN-18 04.54.01.000000 AM
317509	06-JUN-18 10.24.21.000000 AM	06-JUN-18 12.32.33.000000 PM
317510	06-JUN-18 12.34.07.000000 PM	06-JUN-18 12.38.00.000000 PM
317511	06-JUN-18 12.41.11.000000 PM	06-JUN-18 03.20.52.000000 PM
317512	06-JUN-18 03.24.07.000000 PM	06-JUN-18 06.15.51.000000 PM
317527	06-JUN-18 10.52.12.000000 PM	07-JUN-18 08.14.00.000000 AM
317591	08-JUN-18 07.07.54.000000 AM	08-JUN-18 09.00.58.000000 AM
317626	08-JUN-18 08.45.30.000000 PM	09-JUN-18 09.44.29.000000 AM
317640	09-JUN-18 01.47.48.000000 PM	09-JUN-18 06.58.37.000000 PM
317641	09-JUN-18 07.02.09.000000 PM	10-JUN-18 04.01.48.000000 AM
317648	10-JUN-18 06.27.56.000000 AM	10-JUN-18 07.04.28.000000 AM
317649	10-JUN-18 07.08.12.000000 AM	10-JUN-18 11.09.05.000000 AM
317650	10-JUN-18 11.10.27.000000 AM	10-JUN-18 07.36.42.000000 PM
317661	10-JUN-18 09.56.59.000000 PM	11-JUN-18 06.22.27.000000 AM
317663	11-JUN-18 06.27.15.000000 AM	11-JUN-18 12.00.12.000000 PM
317683	11-JUN-18 04.18.33.000000 PM	11-JUN-18 06.22.29.000000 PM
317696	12-JUN-18 12.00.42.000000 AM	12-JUN-18 04.10.54.000000 AM
318733	26-JUN-18 10.28.18.000000 PM	26-JUN-18 10.40.43.000000 PM
318816	27-JUN-18 08.57.46.000000 PM	27-JUN-18 09.59.33.000000 PM
318819	27-JUN-18 11.34.37.000000 PM	27-JUN-18 11.47.26.000000 PM
318820	27-JUN-18 11.49.13.000000 PM	28-JUN-18 12.14.05.000000 AM
318828	28-JUN-18 06.30.24.000000 AM	28-JUN-18 06.57.13.000000 AM
318872	28-JUN-18 03.50.31.000000 PM	28-JUN-18 05.35.48.000000 PM
318874	28-JUN-18 05.39.38.000000 PM	28-JUN-18 07.43.35.000000 PM
318876	28-JUN-18 07.45.23.000000 PM	28-JUN-18 08.47.33.000000 PM
318877	28-JUN-18 08.49.22.000000 PM	29-JUN-18 12.47.55.000000 AM
318944	29-JUN-18 05.56.18.000000 PM	29-JUN-18 05.58.37.000000 PM
319077	01-JUL-18 11.27.46.000000 PM	01-JUL-18 11.43.18.000000 PM
319310	07-JUL-18 12.43.07.000000 AM	07-JUL-18 12.43.30.000000 AM
319337	08-JUL-18 02.05.51.000000 AM	08-JUL-18 04.17.28.000000 PM
319347	08-JUL-18 07.53.18.000000 PM	09-JUL-18 12.05.51.000000 AM
319348	09-JUL-18 12.07.18.000000 AM	09-JUL-18 12.21.17.000000 AM
319349	09-JUL-18 12.23.34.000000 AM	09-JUL-18 01.20.41.000000 AM
319449	09-JUL-18 08.59.32.000000 PM	10-JUL-18 01.31.06.000000 AM
319450	10-JUL-18 01.32.44.000000 AM	10-JUL-18 05.57.42.000000 AM
319456	10-JUL-18 07.08.40.000000 AM	10-JUL-18 08.29.29.000000 AM
319459	10-JUL-18 08.32.35.000000 AM	10-JUL-18 09.02.30.000000 AM
319486	11-JUL-18 09.10.21.000000 AM	11-JUL-18 09.35.36.000000 AM
319503	11-JUL-18 05.30.46.000000 PM	11-JUL-18 07.33.33.000000 PM
319524	11-JUL-18 10.27.29.000000 PM	12-JUL-18 07.40.21.000000 AM
319526	12-JUL-18 08.14.19.000000 AM	12-JUL-18 10.03.30.000000 AM
319527	12-JUL-18 10.08.01.000000 AM	12-JUL-18 10.08.48.000000 AM
319528	12-JUL-18 10.11.01.000000 AM	12-JUL-18 11.51.16.000000 AM
319579	13-JUL-18 04.43.17.000000 AM	14-JUL-18 12.58.11.000000 AM
319625	14-JUL-18 02.05.51.000000 PM	14-JUL-18 03.19.17.000000 PM
319639	14-JUL-18 06.52.13.000000 PM	15-JUL-18 04.26.27.000000 AM
