run_nb	start_time	end_time
304354	04-OCT-17 03.18.00.000000 AM	04-OCT-17 04.40.45.000000 AM
304366	04-OCT-17 09.20.22.000000 AM	04-OCT-17 09.10.58.000000 PM
304446	05-OCT-17 12.46.48.000000 AM	05-OCT-17 01.14.24.000000 AM
304447	05-OCT-17 01.17.37.000000 AM	05-OCT-17 11.55.57.000000 AM
304451	05-OCT-17 12.14.42.000000 PM	05-OCT-17 12.37.38.000000 PM
304505	05-OCT-17 06.53.16.000000 PM	05-OCT-17 07.03.22.000000 PM
304506	05-OCT-17 07.04.51.000000 PM	05-OCT-17 09.28.13.000000 PM
304507	05-OCT-17 09.32.17.000000 PM	05-OCT-17 11.04.44.000000 PM
304508	05-OCT-17 11.07.04.000000 PM	06-OCT-17 07.41.04.000000 AM
304562	06-OCT-17 12.30.34.000000 PM	06-OCT-17 05.39.49.000000 PM
304616	06-OCT-17 10.15.31.000000 PM	07-OCT-17 04.24.36.000000 AM
304625	07-OCT-17 07.35.53.000000 AM	07-OCT-17 10.35.46.000000 AM
304626	07-OCT-17 10.38.45.000000 AM	07-OCT-17 10.41.28.000000 AM
304654	08-OCT-17 01.25.39.000000 AM	08-OCT-17 05.38.35.000000 AM
304655	08-OCT-17 05.39.52.000000 AM	08-OCT-17 01.23.21.000000 PM
304661	08-OCT-17 03.49.50.000000 PM	08-OCT-17 05.02.29.000000 PM
304662	08-OCT-17 05.02.50.000000 PM	08-OCT-17 06.00.43.000000 PM
304663	08-OCT-17 06.01.29.000000 PM	08-OCT-17 10.28.47.000000 PM
304671	09-OCT-17 12.42.58.000000 AM	09-OCT-17 08.06.39.000000 AM
304672	09-OCT-17 08.09.11.000000 AM	09-OCT-17 08.32.06.000000 AM
304737	09-OCT-17 07.53.10.000000 PM	09-OCT-17 08.24.15.000000 PM
304738	09-OCT-17 08.24.43.000000 PM	10-OCT-17 07.17.25.000000 AM
304739	10-OCT-17 07.20.19.000000 AM	10-OCT-17 07.25.22.000000 AM
304740	10-OCT-17 07.25.28.000000 AM	10-OCT-17 09.13.05.000000 AM
304776	10-OCT-17 12.08.19.000000 PM	10-OCT-17 12.27.21.000000 PM
304777	10-OCT-17 12.27.42.000000 PM	10-OCT-17 03.45.27.000000 PM
304778	10-OCT-17 03.47.08.000000 PM	11-OCT-17 12.10.39.000000 AM
304797	11-OCT-17 07.04.10.000000 AM	12-OCT-17 01.59.25.000000 AM
305044	13-OCT-17 09.00.46.000000 PM	13-OCT-17 11.07.49.000000 PM
305045	13-OCT-17 11.11.08.000000 PM	14-OCT-17 04.49.55.000000 AM
305046	14-OCT-17 04.51.46.000000 AM	14-OCT-17 09.17.54.000000 AM
305059	14-OCT-17 11.45.00.000000 AM	14-OCT-17 03.03.56.000000 PM
305062	14-OCT-17 03.13.19.000000 PM	14-OCT-17 03.16.01.000000 PM
305063	14-OCT-17 03.18.16.000000 PM	14-OCT-17 03.31.29.000000 PM
305064	14-OCT-17 03.34.28.000000 PM	15-OCT-17 04.48.35.000000 AM
305081	15-OCT-17 09.05.35.000000 AM	15-OCT-17 03.55.29.000000 PM
305112	15-OCT-17 11.07.00.000000 PM	16-OCT-17 08.33.51.000000 AM
305113	16-OCT-17 08.40.47.000000 AM	16-OCT-17 09.05.16.000000 AM
305114	16-OCT-17 09.05.23.000000 AM	16-OCT-17 12.29.21.000000 PM
305178	16-OCT-17 05.19.51.000000 PM	16-OCT-17 05.41.13.000000 PM
305179	16-OCT-17 05.41.43.000000 PM	16-OCT-17 05.49.29.000000 PM
305180	16-OCT-17 05.50.43.000000 PM	16-OCT-17 05.53.49.000000 PM
305181	16-OCT-17 05.55.04.000000 PM	16-OCT-17 05.57.47.000000 PM
305182	16-OCT-17 06.00.34.000000 PM	16-OCT-17 06.03.17.000000 PM
305183	16-OCT-17 06.04.57.000000 PM	16-OCT-17 07.47.55.000000 PM
305184	16-OCT-17 07.50.15.000000 PM	16-OCT-17 07.52.58.000000 PM
305186	16-OCT-17 07.58.50.000000 PM	16-OCT-17 10.42.24.000000 PM
305188	16-OCT-17 11.07.05.000000 PM	17-OCT-17 05.36.00.000000 AM
305202	17-OCT-17 08.18.29.000000 AM	17-OCT-17 12.32.58.000000 PM
305204	17-OCT-17 01.20.31.000000 PM	17-OCT-17 09.17.37.000000 PM
305207	17-OCT-17 11.34.04.000000 PM	18-OCT-17 06.12.18.000000 AM
305208	18-OCT-17 06.15.42.000000 AM	18-OCT-17 08.39.50.000000 AM
305234	18-OCT-17 11.00.16.000000 AM	18-OCT-17 11.18.31.000000 AM
305236	18-OCT-17 11.28.43.000000 AM	18-OCT-17 11.37.16.000000 AM
305237	18-OCT-17 11.42.19.000000 AM	18-OCT-17 07.07.34.000000 PM
305247	18-OCT-17 11.58.29.000000 PM	19-OCT-17 02.24.34.000000 AM
305248	19-OCT-17 02.26.30.000000 AM	19-OCT-17 08.37.55.000000 AM
305252	19-OCT-17 09.09.00.000000 AM	19-OCT-17 12.41.32.000000 PM
305282	19-OCT-17 03.28.20.000000 PM	19-OCT-17 04.19.37.000000 PM
305310	19-OCT-17 08.28.02.000000 PM	19-OCT-17 11.02.39.000000 PM
305311	19-OCT-17 11.03.24.000000 PM	20-OCT-17 12.02.27.000000 AM
305312	20-OCT-17 12.05.09.000000 AM	20-OCT-17 01.32.57.000000 AM
305313	20-OCT-17 01.35.48.000000 AM	20-OCT-17 06.23.18.000000 AM
305314	20-OCT-17 06.25.45.000000 AM	20-OCT-17 09.02.20.000000 AM
305336	20-OCT-17 12.11.10.000000 PM	20-OCT-17 01.30.49.000000 PM
305338	20-OCT-17 01.32.39.000000 PM	20-OCT-17 02.13.50.000000 PM
305341	20-OCT-17 02.14.05.000000 PM	20-OCT-17 05.29.08.000000 PM
305349	20-OCT-17 05.29.36.000000 PM	20-OCT-17 05.42.26.000000 PM
305350	20-OCT-17 05.43.03.000000 PM	20-OCT-17 05.50.48.000000 PM
305351	20-OCT-17 05.51.39.000000 PM	20-OCT-17 11.28.30.000000 PM
305358	21-OCT-17 02.01.06.000000 AM	21-OCT-17 03.04.02.000000 AM
305364	21-OCT-17 05.43.22.000000 AM	21-OCT-17 06.21.03.000000 AM
305365	21-OCT-17 06.21.13.000000 AM	21-OCT-17 11.44.04.000000 AM
305366	21-OCT-17 11.46.55.000000 AM	21-OCT-17 07.53.44.000000 PM
305376	22-OCT-17 12.11.10.000000 AM	22-OCT-17 12.48.51.000000 AM
305377	22-OCT-17 01.10.11.000000 AM	22-OCT-17 10.59.11.000000 AM
305405	22-OCT-17 06.15.50.000000 PM	22-OCT-17 09.42.08.000000 PM
305406	22-OCT-17 09.45.01.000000 PM	23-OCT-17 07.17.41.000000 AM
305440	23-OCT-17 10.50.34.000000 AM	23-OCT-17 12.35.51.000000 PM
305441	23-OCT-17 12.36.14.000000 PM	23-OCT-17 01.22.51.000000 PM
305516	23-OCT-17 11.42.59.000000 PM	24-OCT-17 03.33.22.000000 AM
305517	24-OCT-17 03.42.15.000000 AM	24-OCT-17 04.45.11.000000 AM
305518	24-OCT-17 04.49.00.000000 AM	24-OCT-17 12.09.11.000000 PM
305586	24-OCT-17 05.46.57.000000 PM	24-OCT-17 09.12.52.000000 PM
305589	24-OCT-17 10.47.21.000000 PM	25-OCT-17 03.15.26.000000 AM
305590	25-OCT-17 03.17.27.000000 AM	25-OCT-17 09.53.20.000000 AM
305636	25-OCT-17 01.27.51.000000 PM	26-OCT-17 04.33.05.000000 AM
305766	27-OCT-17 04.37.33.000000 AM	27-OCT-17 10.06.38.000000 AM
305809	27-OCT-17 11.20.39.000000 PM	28-OCT-17 12.15.26.000000 AM
305814	28-OCT-17 06.17.09.000000 AM	28-OCT-17 06.06.58.000000 PM
305821	28-OCT-17 08.29.23.000000 PM	29-OCT-17 01.28.56.000000 AM
305832	29-OCT-17 11.22.51.000000 AM	29-OCT-17 12.32.24.000000 PM
305840	29-OCT-17 03.39.02.000000 PM	29-OCT-17 11.03.07.000000 PM
305842	29-OCT-17 11.07.27.000000 PM	30-OCT-17 04.41.58.000000 AM
305862	30-OCT-17 11.28.43.000000 AM	30-OCT-17 03.31.09.000000 PM
305898	30-OCT-17 08.22.12.000000 PM	31-OCT-17 12.58.02.000000 AM
305902	31-OCT-17 04.27.06.000000 AM	31-OCT-17 07.28.55.000000 AM
305967	31-OCT-17 04.08.27.000000 PM	31-OCT-17 04.20.30.000000 PM
306029	01-NOV-17 06.28.41.000000 PM	01-NOV-17 06.41.31.000000 PM
306030	01-NOV-17 06.41.57.000000 PM	01-NOV-17 07.24.18.000000 PM
306036	01-NOV-17 10.43.48.000000 PM	01-NOV-17 10.44.58.000000 PM
306037	01-NOV-17 10.46.27.000000 PM	01-NOV-17 11.05.06.000000 PM
306038	01-NOV-17 11.06.47.000000 PM	02-NOV-17 12.00.24.000000 AM
306041	02-NOV-17 12.07.18.000000 AM	02-NOV-17 02.11.15.000000 AM
306042	02-NOV-17 02.14.23.000000 AM	02-NOV-17 04.38.08.000000 AM
306048	02-NOV-17 04.39.07.000000 AM	02-NOV-17 05.33.07.000000 AM
306049	02-NOV-17 05.33.34.000000 AM	02-NOV-17 07.52.16.000000 AM
306051	02-NOV-17 08.00.13.000000 AM	02-NOV-17 10.41.04.000000 AM
306091	02-NOV-17 06.43.56.000000 PM	02-NOV-17 08.04.21.000000 PM
306092	02-NOV-17 08.04.27.000000 PM	03-NOV-17 02.23.16.000000 AM
306095	03-NOV-17 02.42.56.000000 AM	03-NOV-17 04.39.06.000000 AM
306121	03-NOV-17 01.15.57.000000 PM	03-NOV-17 01.52.52.000000 PM
306122	03-NOV-17 01.53.18.000000 PM	03-NOV-17 02.42.15.000000 PM
306125	03-NOV-17 02.46.12.000000 PM	04-NOV-17 10.14.06.000000 AM
306126	04-NOV-17 10.14.24.000000 AM	04-NOV-17 01.27.06.000000 PM
306134	04-NOV-17 05.39.47.000000 PM	04-NOV-17 05.51.50.000000 PM
306135	04-NOV-17 05.52.02.000000 PM	05-NOV-17 12.57.04.000000 AM
306138	05-NOV-17 01.32.22.000000 AM	05-NOV-17 09.56.17.000000 AM
306139	05-NOV-17 10.17.58.000000 AM	05-NOV-17 05.29.37.000000 PM
306153	06-NOV-17 02.35.57.000000 AM	06-NOV-17 03.09.45.000000 AM
306154	06-NOV-17 03.10.20.000000 AM	06-NOV-17 11.08.59.000000 AM
306155	06-NOV-17 11.12.06.000000 AM	06-NOV-17 08.31.11.000000 PM
306169	06-NOV-17 09.43.35.000000 PM	07-NOV-17 02.32.38.000000 AM
306170	07-NOV-17 02.33.05.000000 AM	07-NOV-17 02.41.15.000000 AM
306171	07-NOV-17 02.41.36.000000 AM	07-NOV-17 05.56.38.000000 AM
306418	09-NOV-17 02.11.32.000000 AM	09-NOV-17 02.40.17.000000 AM
306419	09-NOV-17 02.41.06.000000 AM	09-NOV-17 03.04.48.000000 AM
306420	09-NOV-17 03.06.38.000000 AM	09-NOV-17 03.48.13.000000 AM
306422	09-NOV-17 04.30.38.000000 AM	09-NOV-17 05.16.05.000000 AM
306423	09-NOV-17 05.16.29.000000 AM	09-NOV-17 07.25.28.000000 AM
306432	09-NOV-17 08.44.07.000000 AM	09-NOV-17 10.55.26.000000 AM
306454	09-NOV-17 02.18.50.000000 PM	09-NOV-17 02.53.02.000000 PM
306455	09-NOV-17 02.53.14.000000 PM	09-NOV-17 02.57.07.000000 PM
306456	09-NOV-17 02.58.09.000000 PM	09-NOV-17 08.03.32.000000 PM
306457	09-NOV-17 08.03.48.000000 PM	09-NOV-17 08.15.28.000000 PM
306458	09-NOV-17 08.15.40.000000 PM	09-NOV-17 09.59.24.000000 PM
306459	09-NOV-17 10.00.11.000000 PM	10-NOV-17 12.43.40.000000 PM
306460	10-NOV-17 12.48.14.000000 PM	10-NOV-17 01.16.12.000000 PM
